"","Consent","Pre_Perc_1","Pre_Cert","C1","Post_Perc_1","Post_Cert","Check","Check_4_TEXT","See","Pet_Agree","Pet_Conv","Pie_Agree","Pie_Conv","Age","Gender","Party","Educ","Occ","Live","ConditionOne","ConditionTwo","ConditionThree","ConditionFour","ConditionFive","Gender_female","Education_college","Party_democrat"
"1",1,97,7,8,97,7,4,"I am paying attention.",5,NA,NA,NA,NA,3,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"2",1,78,2,NA,73,2,4,"I am paying attention",2,5,4,NA,NA,2,2,1,1,2,1,NA,NA,1,NA,NA,1,0,1
"3",1,80,5,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,2,1,2,1,2,1,NA,1,NA,NA,NA,0,0,0
"4",1,95,6,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,3,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"5",1,94,6,8,94,6,4,"I am paying attention",5,NA,NA,NA,NA,2,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"6",1,97,7,8,97,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,1,2,2,1,1,NA,NA,NA,NA,1,1,1
"7",1,30,4,NA,30,4,4,"I am paying attention.",2,2,2,NA,NA,2,1,4,1,2,1,NA,NA,1,NA,NA,0,0,0
"8",1,99,7,NA,97,7,4,"I am paying attention.",4,7,7,7,7,2,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"9",1,90,7,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,3,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"10",1,95,6,NA,97,7,4,"I am paying attention",5,NA,NA,NA,NA,2,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"11",1,90,7,NA,93,5,4,"I am paying attention",4,2,4,7,6,2,1,1,3,2,1,NA,NA,NA,1,NA,0,1,1
"12",1,73,4,NA,97,6,4,"I am paying attention",4,6,6,6,6,2,2,3,2,2,1,NA,NA,NA,NA,1,1,1,0
"13",1,99,7,NA,99,6,4,"I am paying attention.",1,NA,NA,7,7,2,2,1,4,2,1,NA,1,NA,NA,NA,1,1,1
"14",1,97,5,NA,97,5,4,"I am paying attention.",4,4,1,6,6,2,1,3,4,2,1,NA,NA,NA,NA,1,0,1,0
"15",1,98,7,NA,97,7,4,"I am paying attention.",2,7,6,NA,NA,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"16",1,85,5,NA,84,5,4,"I am paying attention.",1,NA,NA,7,7,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"17",1,71,3,8,72,3,4,"I am paying attention",5,NA,NA,NA,NA,2,2,3,2,2,1,1,NA,NA,NA,NA,1,1,0
"18",1,40,2,8,40,2,4,"I am paying attention.",5,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"19",1,98,6,NA,97,7,4,"I am paying attention.",4,1,1,7,6,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"20",1,97,7,NA,97,7,4,"I am paying attention.",4,7,7,7,7,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"21",1,72,3,NA,75,3,4,"I am paying attention.",2,7,4,NA,NA,2,1,3,1,2,1,NA,NA,1,NA,NA,0,0,0
"22",1,25,5,NA,76,5,4,"I am paying attention.",4,5,5,5,6,1,2,2,1,2,1,NA,NA,NA,1,NA,1,0,0
"23",1,95,7,NA,97,7,4,"I am paying attention.",4,4,5,7,7,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"24",1,96,5,8,90,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"25",1,100,7,NA,100,7,4,"I am paying attention",2,7,6,NA,NA,4,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"26",1,71,6,NA,90,5,4,"I am paying attention.",1,NA,NA,5,5,2,1,3,1,2,1,NA,1,NA,NA,NA,0,0,0
"27",1,94,7,NA,95,7,4,"I am paying attention",4,7,7,NA,7,2,1,1,1,2,1,NA,NA,NA,1,NA,0,0,1
"28",1,90,6,8,90,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,3,2,2,1,1,NA,NA,NA,NA,1,1,0
"29",1,72,1,NA,85,1,4,"I am paying attention",2,4,5,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"30",1,34,5,NA,97,5,4,"I am paying attention.",1,NA,NA,5,6,2,1,2,1,2,1,NA,NA,NA,NA,1,0,0,0
"31",1,50,6,NA,97,4,4,"I am paying attention.",1,NA,NA,1,4,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"32",1,62,5,NA,63,5,4,"I am paying attention",2,5,5,NA,NA,2,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"33",1,87,3,NA,87,3,4,"I am paying attention",2,3,2,NA,NA,2,2,3,3,2,1,NA,NA,1,NA,NA,1,1,0
"34",1,51,5,NA,97,5,4,"I am paying attention",1,NA,NA,1,3,2,2,2,1,2,1,NA,1,NA,NA,NA,1,0,0
"35",1,80,5,NA,97,7,4,"I am paying attention.",4,2,2,5,5,2,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"36",1,97,7,NA,97,7,4,"I am paying attention",2,5,5,NA,NA,1,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"37",1,98,7,8,96,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"38",1,73,2,NA,87,5,4,"I am paying attention.",4,6,6,5,5,2,2,3,3,2,1,NA,NA,NA,1,NA,1,1,0
"39",1,98,7,NA,97,7,4,"I am paying attention.",4,7,6,7,7,3,1,1,3,2,1,NA,NA,NA,1,NA,0,1,1
"40",1,97,7,NA,97,7,4,"I am paying attention",4,6,6,7,7,2,1,2,2,2,1,NA,NA,NA,1,NA,0,1,0
"41",1,93,7,NA,97,7,4,"I am paying attention",1,NA,NA,7,7,3,1,2,1,2,1,NA,1,NA,NA,NA,0,0,0
"42",1,96,6,NA,97,6,4,"I am paying attention.",1,NA,NA,7,4,3,1,1,4,2,1,NA,1,NA,NA,NA,0,1,1
"43",1,99,6,8,99,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,2,1,2,1,1,NA,NA,NA,NA,0,0,0
"44",1,80,3,NA,97,7,4,"I am paying attention",1,NA,NA,6,4,2,1,1,1,2,1,NA,1,NA,NA,NA,0,0,1
"45",1,40,1,NA,28,1,4,"I am paying attention",2,3,3,NA,NA,3,2,2,1,2,1,NA,NA,1,NA,NA,1,0,0
"46",1,100,7,8,100,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,3,2,2,1,1,NA,NA,NA,NA,1,1,0
"47",1,50,5,NA,50,5,4,"I am paying attention.",2,6,5,NA,NA,2,1,1,3,2,1,NA,NA,1,NA,NA,0,1,1
"48",1,55,4,NA,52,3,4,"I am paying attention.",3,NA,NA,NA,NA,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"49",1,91,6,NA,97,7,4,"I am paying attention.",2,4,4,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,1,1,1,0
"50",1,72,5,NA,97,7,4,"I am paying attention.",4,4,7,4,7,2,1,2,2,2,1,NA,NA,NA,NA,1,0,1,0
"51",1,91,6,NA,97,7,4,"I am paying attention.",1,NA,NA,6,5,2,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"52",1,94,6,NA,97,7,4,"I am paying attention.",4,1,1,7,7,3,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"53",1,81,3,NA,83,3,4,"I am paying attention.",2,5,5,NA,NA,3,2,2,1,2,1,NA,NA,1,NA,NA,1,0,0
"54",1,70,1,NA,90,1,4,"I am paying attention.",1,NA,NA,1,2,2,2,3,1,2,1,NA,1,NA,NA,NA,1,0,0
"55",1,62,5,NA,65,5,4,"I am paying attention.",4,6,6,6,5,2,2,2,2,2,1,NA,NA,NA,1,NA,1,1,0
"56",1,41,2,NA,94,6,4,"I am paying attention",1,NA,NA,4,3,2,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"57",1,92,4,8,92,4,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,3,2,2,1,1,NA,NA,NA,NA,1,1,0
"58",1,65,1,8,65,1,4,"I am paying attention",5,NA,NA,NA,NA,4,1,2,3,2,1,1,NA,NA,NA,NA,0,1,0
"59",1,90,7,8,94,6,4,"I am paying attention",5,NA,NA,NA,NA,2,2,3,2,2,1,1,NA,NA,NA,NA,1,1,0
"60",1,96,6,NA,94,7,4,"I am paying attention.",2,1,3,NA,NA,3,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"61",1,98,5,NA,97,6,4,"I am paying attention",4,4,2,7,6,2,1,3,1,2,1,NA,NA,NA,NA,1,0,0,0
"62",1,95,6,NA,70,4,4,"I am paying attention.",2,6,4,NA,NA,2,1,3,1,2,1,NA,NA,1,NA,NA,0,0,0
"63",1,97,5,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,1,1,3,1,2,1,NA,1,NA,NA,NA,0,0,0
"64",1,98,3,NA,80,1,4,"I am paying attention.",2,7,7,NA,NA,2,2,1,1,2,1,NA,NA,1,NA,NA,1,0,1
"65",1,98,6,NA,97,7,4,"I am paying attention",2,2,3,NA,NA,3,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"66",1,85,5,NA,95,6,4,"I am paying attention.",1,NA,NA,4,5,1,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"67",1,95,6,NA,97,7,4,"I am paying attention.",4,1,1,7,7,2,1,2,3,2,1,NA,NA,NA,1,NA,0,1,0
"68",1,60,3,NA,39,3,4,"I am paying attention.",2,4,3,NA,NA,2,2,2,2,2,1,NA,NA,1,NA,NA,1,1,0
"69",1,65,2,NA,97,6,4,"I am paying attention.",4,2,3,6,5,2,2,1,1,2,1,NA,NA,NA,NA,1,1,0,1
"70",1,95,6,8,95,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"71",1,95,6,NA,97,7,4,"I am paying attention.",4,2,1,6,6,3,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"72",1,70,5,NA,97,7,4,"I am paying attention",1,NA,NA,6,7,2,2,1,1,2,1,NA,1,NA,NA,NA,1,0,1
"73",1,40,6,NA,95,4,4,"I am paying attention",4,1,1,1,1,2,2,3,2,2,1,NA,NA,NA,NA,1,1,1,0
"74",1,60,3,NA,30,3,4,"I am paying attention",2,6,7,NA,NA,4,2,2,1,1,1,NA,NA,1,NA,NA,1,0,0
"75",1,83,6,8,90,7,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"76",1,70,5,NA,35,5,4,"I am paying attention.",2,2,2,NA,NA,1,1,3,1,2,1,NA,NA,1,NA,NA,0,0,0
"77",1,61,3,8,40,3,4,"""I am paying attention""",5,NA,NA,NA,NA,4,2,1,1,2,1,1,NA,NA,NA,NA,1,0,1
"78",1,71,5,NA,95,6,4,"I am paying attention",1,NA,NA,7,7,2,2,3,2,2,1,NA,1,NA,NA,NA,1,1,0
"79",1,97,7,NA,97,7,4,"I am paying attention.",4,1,1,7,7,4,1,1,4,2,1,NA,NA,NA,1,NA,0,1,1
"80",1,50,1,NA,30,1,4,"I am paying attention.",2,4,1,NA,NA,2,2,2,1,2,1,NA,NA,1,NA,NA,1,0,0
"81",1,95,3,NA,96,3,4,"I am paying attention.",2,1,2,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"82",1,80,6,NA,97,5,4,"I am paying attention.",1,NA,NA,6,5,2,1,3,1,2,1,NA,1,NA,NA,NA,0,0,0
"83",1,93,6,NA,60,3,4,"I am paying attention.",2,1,3,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"84",1,100,7,NA,97,7,4,"I am paying attention.",1,NA,NA,4,6,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"85",1,95,6,NA,97,7,4,"I am paying attention.",4,6,7,6,7,2,1,2,1,2,1,NA,NA,NA,1,NA,0,0,0
"86",1,99,7,NA,97,7,4,"I am paying attention",4,1,1,7,7,2,1,1,1,2,1,NA,NA,NA,1,NA,0,0,1
"87",1,96,5,NA,90,4,4,"I am paying attention.",4,2,2,7,6,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"88",1,99,5,NA,97,7,4,"I am paying attention.",4,1,1,6,7,2,1,1,1,2,1,NA,NA,NA,NA,1,0,0,1
"89",1,85,6,NA,96,6,4,"I am paying attention",2,6,6,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"90",1,97,6,8,97,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,1,2,2,1,1,NA,NA,NA,NA,1,1,1
"91",1,98,6,8,98,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"92",1,40,5,NA,97,6,4,"I am paying attention",4,2,2,1,1,3,2,3,3,2,1,NA,NA,NA,1,NA,1,1,0
"93",1,40,5,NA,97,7,4,"I am paying attention",4,4,6,4,5,2,1,3,1,2,1,NA,NA,NA,1,NA,0,0,0
"94",1,75,7,NA,97,7,4,"I am paying attention.",4,7,7,7,7,2,1,2,2,2,1,NA,NA,NA,NA,1,0,1,0
"95",1,85,2,NA,97,4,4,"I am paying attention",1,NA,NA,4,4,3,1,3,1,2,1,NA,1,NA,NA,NA,0,0,0
"96",1,91,7,8,91,7,4,"I am paying attention.",5,NA,NA,NA,NA,3,1,2,1,2,1,1,NA,NA,NA,NA,0,0,0
"97",1,60,5,NA,98,7,4,"I am paying attention.",1,NA,NA,6,6,2,1,1,1,2,1,NA,NA,NA,NA,1,0,0,1
"98",1,98,7,NA,97,7,4,"I am paying attention.",4,7,7,7,7,2,3,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"99",1,88,6,NA,97,6,4,"I am paying attention",1,NA,NA,6,4,3,1,3,3,2,1,NA,1,NA,NA,NA,0,1,0
"100",1,95,6,NA,95,6,4,"I am paying attention",2,2,3,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"101",1,94,4,8,92,4,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"102",1,95,7,NA,97,7,4,"I am paying attention",4,5,5,7,6,2,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"103",1,70,5,NA,97,6,4,"I am paying attention.",4,2,2,6,6,2,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"104",1,99,5,NA,97,7,4,"I am paying attention.",4,3,2,6,5,3,2,4,2,2,1,NA,NA,NA,1,NA,1,1,0
"105",1,82,1,NA,97,7,4,"I am paying attention.",4,6,4,6,4,4,2,3,4,2,1,NA,NA,NA,NA,1,1,1,0
"106",1,83,6,NA,88,6,4,"I am paying attention",2,6,6,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"107",1,58,4,8,57,4,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,2,1,2,1,1,NA,NA,NA,NA,1,0,0
"108",1,75,1,NA,97,7,4,"I am paying attention.",4,2,5,6,6,2,1,1,5,2,1,NA,NA,NA,NA,1,0,0,1
"109",1,64,2,NA,72,3,4,"I am paying attention.",2,6,6,NA,NA,1,2,2,1,2,1,NA,NA,1,NA,NA,1,0,0
"110",1,86,2,NA,97,7,4,"I am paying attention.",4,1,1,6,6,2,2,3,1,2,1,NA,NA,NA,NA,1,1,0,0
"111",1,91,5,NA,97,6,4,"I am paying attention",1,NA,NA,6,5,1,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"112",1,71,5,NA,97,7,4,"I am paying attention",4,6,6,6,7,2,1,1,1,2,1,NA,NA,NA,NA,1,0,0,1
"113",1,60,5,NA,66,5,4,"I am paying attention",2,2,2,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"114",1,55,2,NA,97,7,4,"I am paying attention",4,2,2,1,2,2,2,2,4,2,1,NA,NA,NA,NA,1,1,1,0
"115",1,80,6,8,89,5,4,"I am paying attention",5,NA,NA,NA,NA,2,1,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"116",1,51,4,NA,66,4,4,"I am paying attention",1,NA,NA,5,4,3,2,4,1,2,1,NA,1,NA,NA,NA,1,0,0
"117",1,83,6,NA,97,6,4,"I am paying attention",4,2,3,6,4,2,1,2,3,2,1,NA,NA,NA,1,NA,0,1,0
"118",1,95,6,NA,97,7,4,"I am paying attention",4,6,6,7,7,2,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"119",1,93,6,NA,97,7,4,"I am paying attention",4,1,4,7,6,2,1,1,1,2,1,NA,NA,NA,1,NA,0,0,1
"120",1,97,7,8,97,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"121",1,82,6,8,84,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,1,2,2,1,1,NA,NA,NA,NA,1,1,1
"122",1,95,6,NA,95,5,4,"I am paying attention.",2,2,1,NA,NA,2,1,2,1,2,1,NA,NA,1,NA,NA,0,0,0
"123",1,89,1,NA,62,1,4,"I am paying attention",2,3,2,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"124",1,96,7,8,96,7,4,"I am paying attention",5,NA,NA,NA,NA,4,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"125",1,99,7,NA,99,7,4,"I am paying attention.",2,1,1,NA,NA,2,1,1,3,2,1,NA,NA,1,NA,NA,0,1,1
"126",1,35,5,NA,97,6,4,"I am paying attention.",1,NA,NA,6,6,3,2,1,5,2,1,NA,1,NA,NA,NA,1,0,1
"127",1,99,6,NA,97,6,4,"I am paying attention",4,7,7,7,7,3,2,1,1,2,1,NA,NA,NA,1,NA,1,0,1
"128",1,95,6,8,95,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"129",1,95,6,NA,97,7,4,"I am paying attention.",1,NA,NA,2,2,2,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"130",1,97,1,NA,97,1,4,"I am paying attention.",2,1,1,NA,NA,2,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"131",1,93,6,NA,97,7,4,"I am paying attention.",4,2,1,7,6,3,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"132",1,20,6,NA,97,7,4,"I am paying attention",1,NA,NA,2,2,4,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"133",1,100,7,NA,97,7,4,"I am paying attention.",4,7,7,7,7,1,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"134",1,85,3,NA,97,5,4,"I am paying attention",4,2,2,5,4,3,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"135",1,100,6,8,100,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,3,2,1,1,NA,NA,NA,NA,0,1,1
"136",1,99,6,NA,99,6,4,"I am paying attention.",2,1,3,NA,NA,2,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"137",1,66,5,NA,77,6,4,"I am paying attention",4,6,4,3,3,2,2,2,2,2,1,NA,NA,NA,1,NA,1,1,0
"138",1,71,5,NA,71,5,4,"I am paying attention",2,5,6,NA,NA,1,2,3,1,2,1,NA,1,NA,NA,NA,1,0,0
"139",1,97,7,NA,97,7,4,"I am paying attention",4,7,7,7,3,2,1,3,1,2,1,NA,NA,NA,1,NA,0,0,0
"140",1,85,7,8,80,5,4,"I am paying attention.",5,NA,NA,NA,NA,3,1,4,2,2,1,1,NA,NA,NA,NA,0,1,0
"141",1,100,7,NA,97,7,4,"I am paying attention.",4,1,4,7,7,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"142",1,89,7,NA,97,7,4,"I am paying attention",1,NA,NA,6,5,1,1,2,2,2,1,NA,1,NA,NA,NA,0,1,0
"143",1,25,5,NA,30,4,4,"I am paying attention",2,4,5,NA,NA,2,1,2,3,2,1,NA,NA,1,NA,NA,0,1,0
"144",1,40,3,NA,40,4,4,"I am paying attention",2,4,2,NA,NA,2,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"145",1,99,6,8,99,6,4,"""I am paying attention.",5,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"146",1,75,4,8,76,4,4,"I am paying attention",5,NA,NA,NA,NA,3,2,2,1,2,1,1,NA,NA,NA,NA,1,0,0
"147",1,54,4,NA,56,4,4,"I am paying attention",2,6,5,NA,NA,2,1,4,2,2,1,NA,NA,1,NA,NA,0,1,0
"148",1,84,7,NA,95,7,4,"I am paying attention",2,6,7,NA,NA,3,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"149",1,75,4,NA,97,6,4,"I am paying attention",1,NA,NA,5,5,3,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"150",1,94,5,NA,97,7,4,"I am paying attention.",4,5,4,6,5,4,1,1,3,2,1,NA,NA,NA,NA,1,0,1,1
"151",1,90,5,NA,97,7,4,"I am paying attention.",4,4,4,7,6,2,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"152",1,97,4,NA,97,4,4,"I am paying attention.",1,NA,NA,6,4,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"153",1,96,5,NA,97,6,4,"I am paying attention.",1,NA,NA,6,5,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"154",1,95,5,NA,97,6,4,"I am paying attention.",4,3,4,6,4,2,1,3,3,2,1,NA,NA,NA,NA,1,0,1,0
"155",1,60,1,NA,97,7,4,"I am paying attention",1,NA,NA,1,1,2,2,2,1,2,1,NA,NA,NA,NA,1,1,0,0
"156",1,97,6,NA,97,6,4,"I am paying attention",1,NA,NA,6,5,2,1,3,1,2,1,NA,NA,NA,NA,1,0,0,0
"157",1,84,5,8,87,6,4,"I am paying attention.",3,NA,NA,NA,NA,1,2,2,2,2,1,1,NA,NA,NA,NA,1,1,0
"158",1,67,4,NA,97,7,4,"I am paying attention.",4,4,4,4,5,2,2,2,3,2,1,NA,NA,NA,NA,1,1,1,0
"159",1,82,5,NA,97,7,4,"I am paying attention.",4,6,7,6,6,3,2,2,2,2,1,NA,NA,NA,1,NA,1,1,0
"160",1,92,5,NA,82,4,4,"I am paying attention",2,4,3,NA,NA,2,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"161",1,96,7,NA,97,7,4,"I am paying attention.",4,1,1,7,6,3,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"162",1,85,7,NA,82,7,4,"I am paying attention",1,NA,NA,5,7,1,2,1,3,2,1,NA,NA,1,NA,NA,1,1,1
