"","Consent","Pre_Perc_1","Pre_Cert","C1","Post_Perc_1","Post_Cert","Check","Check_4_TEXT","See","Pet_Agree","Pet_Conv","Pie_Agree","Pie_Conv","Age","Gender","Party","Educ","Occ","Live","ConditionOne","ConditionTwo","ConditionThree","ConditionFour","ConditionFive","Gender_female","Education_college","Party_democrat"
"656",1,95,5,NA,97,6,4,"I am paying attention",1,NA,NA,6,6,2,1,2,2,2,1,NA,NA,NA,NA,1,0,1,0
"657",1,90,2,NA,95,2,4,"I am paying attention.",4,3,4,5,4,2,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"658",1,87,5,NA,97,6,4,"I am paying attention.",1,NA,NA,6,5,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"659",1,85,5,NA,97,7,4,"I am paying attention.",4,3,3,6,7,2,1,2,1,2,1,NA,NA,NA,NA,1,0,0,0
"660",1,97,6,NA,97,5,4,"I am paying attention",2,6,6,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"661",1,91,5,NA,85,4,4,"I am paying attention",2,1,1,NA,NA,3,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"662",1,98,5,NA,97,6,4,"I am paying attention.",4,6,7,6,7,2,1,2,2,2,1,NA,NA,NA,1,NA,0,1,0
"663",1,95,7,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,3,1,1,1,2,1,NA,1,NA,NA,NA,0,0,1
"664",1,74,4,8,66,4,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,3,3,2,1,1,NA,NA,NA,NA,0,1,0
"665",1,70,4,NA,97,7,4,"I am paying attention.",1,NA,NA,5,6,2,2,1,4,2,1,NA,1,NA,NA,NA,1,1,1
"666",1,73,5,8,71,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,3,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"667",1,90,5,NA,97,6,4,"I am paying attention.",2,1,1,NA,NA,2,2,3,4,2,1,NA,NA,NA,NA,1,1,1,0
"668",1,90,4,NA,80,5,4,"I am paying attention.",2,2,2,NA,NA,1,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"669",1,99,7,NA,97,7,4,"I am paying attention",4,1,1,5,7,4,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"670",1,90,5,NA,96,4,4,"I am paying attention.",4,5,5,4,6,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"671",1,99,7,NA,99,7,4,"I am paying attention.",2,1,1,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"672",1,92,6,NA,83,5,4,"I am paying attention",4,4,4,6,6,2,1,1,3,2,1,NA,NA,NA,1,NA,0,1,1
"673",1,99,6,NA,97,7,4,"I am paying attention",1,NA,NA,7,7,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"674",1,70,4,8,70,4,4,"I am paying attention",5,NA,NA,NA,NA,2,1,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"675",1,97,7,NA,97,7,4,"I am paying attention.",4,1,1,7,7,3,1,3,1,2,1,NA,NA,NA,NA,1,0,0,0
"676",1,80,5,8,80,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"677",1,96,5,NA,97,7,4,"I am paying attention",4,6,6,5,5,3,1,3,1,2,1,NA,NA,NA,NA,1,0,0,0
"678",1,88,5,NA,97,7,4,"I am paying attention.",1,NA,NA,5,4,2,2,3,2,2,1,NA,1,NA,NA,NA,1,1,0
"679",1,85,3,NA,80,3,4,"I am paying attention.",2,6,6,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"680",1,93,5,8,75,5,4,"I am paying attention",5,NA,NA,NA,NA,1,1,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"681",1,70,5,NA,82,5,4,"I am paying attention.",4,6,5,5,4,1,1,1,1,2,1,NA,NA,NA,NA,1,0,0,1
"682",1,95,7,NA,97,7,4,"I am paying attention.",4,2,1,7,5,2,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"683",1,70,2,NA,97,7,4,"I am paying attention.",4,4,7,6,7,2,2,3,2,2,1,NA,NA,NA,1,NA,1,1,0
"684",1,96,5,NA,97,5,4,"I am paying attention.",1,NA,NA,5,4,3,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"685",1,95,6,NA,95,6,4,"I am paying attention.",2,7,7,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"686",1,65,4,8,79,5,4,"I am paying attention",5,NA,NA,NA,NA,2,2,2,2,2,1,1,NA,NA,NA,NA,1,1,0
"687",1,26,4,NA,77,7,4,"I am paying attention",4,4,2,3,5,1,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"688",1,91,5,NA,93,5,4,"I am paying attention.",1,NA,NA,5,4,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"689",1,75,2,NA,97,6,4,"I am paying attention.",4,5,5,5,5,2,2,2,1,2,1,NA,NA,NA,1,NA,1,0,0
"690",1,97,6,8,95,6,4,"I am paying attention",5,NA,NA,NA,NA,2,1,3,4,2,1,1,NA,NA,NA,NA,0,1,0
"691",1,65,1,NA,45,3,4,"I am paying attention.",2,5,6,NA,NA,2,2,1,1,2,1,NA,NA,1,NA,NA,1,0,1
"692",1,98,7,NA,97,5,4,"I am paying attention.",4,7,7,7,7,3,1,1,3,2,1,NA,NA,NA,1,NA,0,1,1
"693",1,100,7,NA,97,7,4,"I am paying attention.",2,4,4,NA,NA,2,2,1,3,2,1,NA,NA,NA,NA,1,1,1,1
"694",1,94,7,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,4,2,1,4,2,1,NA,1,NA,NA,NA,1,1,1
"695",1,20,5,NA,20,5,4,"I am paying attention.",2,6,7,NA,NA,4,1,3,NA,2,1,NA,NA,1,NA,NA,0,0,0
"696",1,92,6,NA,97,6,4,"I am paying attention.",4,1,2,7,7,2,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"697",1,91,5,8,84,4,4,"I am paying attention.",1,NA,NA,6,4,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"698",1,99,7,NA,97,7,4,"I am paying attention",1,NA,NA,6,7,4,2,1,3,2,1,NA,1,NA,NA,NA,1,1,1
"699",1,93,6,NA,93,6,4,"I am paying attention.",4,1,1,6,6,3,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"700",1,80,6,NA,95,7,4,"I am paying attention.",4,7,7,6,7,2,1,3,2,2,1,NA,NA,NA,NA,1,0,1,0
"701",1,50,5,NA,97,6,4,"I am paying attention",4,4,4,4,4,2,1,2,2,2,1,NA,NA,NA,1,NA,0,1,0
"702",1,74,5,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,2,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"703",1,96,5,8,95,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,3,2,1,1,NA,NA,NA,NA,0,1,1
"704",1,95,6,NA,99,6,4,"I am paying attention",2,6,5,NA,NA,1,1,2,1,2,1,NA,NA,1,NA,NA,0,0,0
"705",1,75,4,8,74,4,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"706",1,95,3,NA,97,4,4,"I am paying attention",4,5,5,6,5,2,1,1,4,2,1,NA,NA,NA,1,NA,0,1,1
"707",1,99,5,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,3,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"708",1,98,5,NA,97,6,4,"I am paying attention.",4,4,5,6,6,2,2,1,1,2,1,NA,NA,NA,NA,1,1,0,1
"709",1,86,6,NA,81,6,4,"I am paying attention",2,6,6,NA,NA,2,2,2,2,2,1,NA,NA,1,NA,NA,1,1,0
"710",1,39,2,NA,34,2,4,"I am paying attention",2,1,1,NA,NA,2,2,2,2,2,1,NA,NA,1,NA,NA,1,1,0
"711",1,94,6,NA,95,5,4,"I am paying attention.",1,NA,NA,6,6,3,1,1,4,2,1,NA,1,NA,NA,NA,0,1,1
"712",1,72,3,NA,97,4,4,"I am paying attention.",4,4,4,4,4,3,2,2,3,2,1,NA,NA,NA,1,NA,1,1,0
"713",1,95,5,NA,97,6,4,"I am paying attention",4,2,6,6,6,2,2,3,4,2,1,NA,NA,NA,NA,1,1,1,0
"714",1,91,6,8,88,6,4,"I am paying attention",5,NA,NA,NA,NA,2,1,4,2,2,1,1,NA,NA,NA,NA,0,1,0
"715",1,98,5,NA,97,6,4,"I am paying attention.",2,1,1,NA,NA,2,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"716",1,55,1,NA,97,5,4,"I am paying attention.",1,NA,NA,5,5,2,2,2,2,2,1,NA,1,NA,NA,NA,1,1,0
"717",1,60,1,NA,97,7,4,"I am paying attention",4,4,7,4,7,2,2,3,1,2,1,NA,NA,NA,NA,1,1,0,0
"718",1,99,7,8,99,7,4,"I am paying attention",5,NA,NA,NA,NA,2,2,1,1,2,1,1,NA,NA,NA,NA,1,0,1
"719",1,70,2,NA,97,4,4,"I am paying attention.",1,NA,NA,3,4,2,2,2,4,2,1,NA,1,NA,NA,NA,1,1,0
"720",1,92,6,NA,65,6,4,"I am paying attention",2,7,6,NA,NA,2,2,1,1,2,1,NA,NA,NA,1,NA,1,0,1
"721",1,95,7,NA,97,4,4,"I am paying attention.",4,4,4,7,7,2,2,1,1,2,1,NA,NA,NA,NA,1,1,0,1
"722",1,87,5,8,91,6,4,"I am paying attention",1,NA,NA,6,7,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"723",1,90,6,NA,90,6,4,"I am paying attention.",2,7,6,NA,NA,2,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"724",1,49,1,NA,97,4,4,"I am paying attention",4,3,5,1,1,2,2,1,1,2,1,NA,NA,NA,1,NA,1,0,1
"725",1,99,7,NA,99,7,4,"I am paying attention",2,7,6,NA,NA,2,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"726",1,90,5,NA,97,6,4,"I am paying attention.",4,2,1,7,6,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"727",1,73,1,8,73,1,4,"I am paying attention",5,NA,NA,NA,NA,2,2,3,1,2,1,1,NA,NA,NA,NA,1,0,0
"728",1,97,6,NA,97,7,4,"I am paying attention.",4,6,4,7,4,2,1,3,2,2,1,NA,NA,NA,1,NA,0,1,0
"729",1,99,7,NA,97,7,4,"I am paying attention.",1,NA,NA,7,7,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"730",1,97,6,NA,97,7,4,"I am paying attention.",4,7,4,7,4,2,1,2,1,2,1,NA,NA,NA,1,NA,0,0,0
"731",1,80,5,8,80,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"732",1,92,6,NA,94,6,4,"I am paying attention.",2,2,3,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"733",1,91,3,NA,97,6,4,"I am paying attention.",1,NA,NA,6,7,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"734",1,95,5,NA,97,6,4,"i am paying attention",1,NA,NA,6,6,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"735",1,98,7,NA,97,7,4,"I am paying attention",4,1,1,7,7,2,1,1,1,2,1,NA,NA,NA,1,NA,0,0,1
"736",1,97,6,8,97,6,4,"I am paying attention.",5,NA,NA,NA,NA,3,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"737",1,75,5,NA,97,7,4,"I am paying attention",4,3,4,6,6,3,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"738",1,75,3,NA,71,3,4,"I am paying attention",2,4,2,NA,NA,2,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"739",1,75,5,NA,97,7,4,"I am paying attention",5,NA,NA,NA,NA,3,2,3,2,2,1,NA,NA,NA,NA,1,1,1,0
"740",1,94,7,8,94,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"741",1,73,6,NA,97,7,4,"I am paying attention.",1,NA,NA,7,4,3,1,2,2,2,1,NA,1,NA,NA,NA,0,1,0
"742",1,93,6,NA,97,5,4,"I am paying attention.",4,5,4,5,4,3,1,3,1,2,1,NA,NA,NA,1,NA,0,0,0
"743",1,90,3,8,90,3,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,1,3,2,1,1,NA,NA,NA,NA,1,1,1
"744",1,92,5,NA,97,6,4,"I am paying attention.",1,NA,NA,6,6,1,2,1,3,2,1,NA,1,NA,NA,NA,1,1,1
"745",1,63,6,NA,61,6,4,"I am paying attention.",2,5,4,NA,NA,2,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"746",1,90,6,NA,97,3,4,"I am paying attention.",4,3,2,6,6,2,2,2,2,2,1,NA,NA,NA,1,NA,1,1,0
"747",1,98,6,NA,97,7,4,"I am paying attention",4,1,1,7,6,3,1,1,4,2,1,NA,NA,NA,NA,1,0,1,1
"748",1,89,6,NA,89,6,4,"I am paying attention.",2,1,2,NA,NA,2,2,1,1,2,1,NA,NA,1,NA,NA,1,0,1
"749",1,75,5,NA,97,6,4,"I am paying attention",4,2,2,6,5,2,1,1,1,2,1,NA,NA,NA,NA,1,0,0,1
"750",1,85,5,8,90,6,4,"I am paying attention",5,NA,NA,NA,NA,2,1,2,2,2,1,1,NA,NA,NA,NA,0,1,0
"751",1,90,5,NA,97,7,4,"I am paying attention",4,7,7,7,5,2,2,1,2,2,1,NA,NA,NA,1,NA,1,1,1
"752",1,56,5,NA,97,7,4,"I am paying attention",1,NA,NA,7,7,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"753",1,60,5,NA,97,7,4,"I am paying attention.",1,NA,NA,5,5,2,2,1,2,2,1,NA,1,NA,NA,NA,1,1,1
"754",1,94,5,NA,95,5,4,"I am paying attention",2,5,7,NA,NA,2,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"755",1,70,5,8,72,5,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,1,2,2,1,1,NA,NA,NA,NA,1,1,1
"756",1,98,6,NA,97,5,4,"I am paying attention",4,4,4,7,7,2,2,1,3,2,1,NA,NA,NA,1,NA,1,1,1
"757",1,97,6,NA,97,6,4,"I am paying attention.",2,2,6,NA,NA,2,2,2,2,2,1,NA,NA,1,NA,NA,1,1,0
"758",1,100,7,NA,90,6,4,"I am paying attention",1,NA,NA,7,7,2,1,1,1,2,1,NA,1,NA,NA,NA,0,0,1
"759",1,95,5,8,90,4,4,"I am paying attention",5,NA,NA,NA,NA,2,1,3,2,2,1,1,NA,NA,NA,NA,0,1,0
"760",1,90,5,NA,97,7,4,"I am paying attention",4,2,2,7,6,1,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"761",1,97,7,NA,97,7,4,"I am paying attention.",4,4,4,4,4,2,1,2,3,2,1,NA,NA,NA,1,NA,0,1,0
"762",1,64,2,NA,89,4,4,"I am paying attention",1,NA,NA,4,4,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"763",1,91,6,NA,97,6,4,"I am paying attention",1,NA,NA,6,6,2,1,1,2,2,1,NA,1,NA,NA,NA,0,1,1
"764",1,99,6,8,99,6,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,0,0,1
"765",1,92,5,NA,91,5,4,"I am paying attention.",2,2,3,NA,NA,2,2,3,2,2,1,NA,NA,1,NA,NA,1,1,0
"766",1,95,4,NA,97,5,4,"I am paying attention",1,NA,NA,5,5,3,1,2,2,2,1,NA,1,NA,NA,NA,0,1,0
"767",1,70,5,NA,97,5,4,"I am paying attention",4,3,4,6,4,2,1,1,1,2,1,NA,NA,NA,1,NA,0,0,1
"768",1,90,5,NA,97,7,4,"I am paying attention",4,3,2,7,7,2,2,2,2,2,1,NA,NA,NA,NA,1,1,1,0
"769",1,70,5,8,70,5,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,0,1,1
"770",1,95,6,NA,97,7,4,"I am paying attention",4,7,1,7,7,2,1,1,2,2,1,NA,NA,NA,NA,1,0,1,1
"771",1,89,5,NA,95,7,4,"I am paying attention.",2,6,7,NA,NA,4,2,1,2,2,1,NA,NA,1,NA,NA,1,1,1
"772",1,80,4,NA,97,6,4,"I am paying attention",4,5,1,2,4,3,2,NA,5,2,1,NA,NA,NA,1,NA,1,0,NA
"773",1,80,3,NA,97,6,4,"I am paying attention.",4,1,4,6,7,2,2,1,2,2,1,NA,NA,NA,NA,1,1,1,1
"774",1,70,5,NA,85,6,4,"I am paying attention",2,6,6,NA,NA,3,1,1,3,2,1,NA,NA,1,NA,NA,0,1,1
"775",1,90,6,NA,97,6,4,"I am paying attention",1,NA,NA,6,6,2,1,1,1,2,1,NA,1,NA,NA,NA,0,0,1
"776",1,75,1,8,75,1,4,"I am paying attention.",5,NA,NA,NA,NA,2,2,1,2,2,1,1,NA,NA,NA,NA,1,1,1
"777",1,76,1,NA,97,3,4,"I am paying attention.",1,NA,NA,2,4,3,1,2,4,2,1,NA,1,NA,NA,NA,0,1,0
"778",1,85,5,NA,90,4,4,"I am paying attention",4,4,3,5,5,4,2,2,3,2,1,NA,NA,NA,1,NA,1,1,0
"779",1,88,7,8,77,6,4,"I am paying attention",5,NA,NA,NA,NA,2,1,1,3,2,1,1,NA,NA,NA,NA,0,1,1
"780",1,98,6,NA,98,6,4,"I am paying attention",2,1,1,NA,NA,3,1,1,1,2,1,NA,NA,1,NA,NA,0,0,1
"781",1,99,7,NA,97,7,4,"I am paying attention",4,1,1,7,7,3,2,3,5,2,1,NA,NA,NA,NA,1,1,0,0
"782",1,71,1,NA,97,6,4,"I am paying attention",4,6,6,NA,6,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"783",1,97,7,NA,97,7,4,"I am paying attention",1,NA,NA,7,6,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"784",1,64,5,NA,30,5,4,"I am paying attention.",4,3,2,3,3,4,1,2,2,2,1,NA,NA,NA,NA,1,0,1,0
"785",1,71,3,NA,65,3,4,"I am paying attention.",2,1,2,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"786",1,0,7,8,0,7,4,"I am paying attention.",5,NA,NA,NA,NA,2,1,4,2,2,1,1,NA,NA,NA,NA,0,1,0
"787",1,57,4,NA,90,5,4,"I am paying attention",4,5,4,5,4,2,1,1,2,2,1,NA,NA,NA,1,NA,0,1,1
"788",1,97,7,NA,97,6,4,"I am paying attention.",1,NA,NA,7,7,2,2,1,1,2,1,NA,1,NA,NA,NA,1,0,1
"789",1,100,4,NA,100,4,4,"I am paying attention.",2,1,1,NA,NA,2,2,1,1,2,1,NA,NA,1,NA,NA,1,0,1
"790",1,39,1,NA,1,2,4,"I am paying attention",2,4,4,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,1,1,1,0
"791",1,95,6,NA,97,7,4,"I am paying attention.",4,5,5,7,7,2,1,1,4,2,1,NA,NA,NA,1,NA,0,1,1
"792",1,25,6,8,20,6,4,"I am paying attention",5,NA,NA,NA,NA,2,2,1,2,NA,1,1,NA,NA,NA,NA,1,1,1
"793",1,51,2,8,50,2,4,"I am paying attention.",5,NA,NA,NA,NA,3,2,1,1,2,1,1,NA,NA,NA,NA,1,0,1
"794",1,63,7,NA,75,4,4,"I am paying attention",1,NA,NA,7,6,2,1,3,2,2,1,NA,1,NA,NA,NA,0,1,0
"795",1,89,5,NA,89,5,4,"I am paying attention.",2,2,1,NA,NA,2,1,3,2,2,1,NA,NA,1,NA,NA,0,1,0
"796",1,51,6,NA,NA,2,2,"",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"797",1,54,5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA
"798",1,97,6,NA,87,2,4,"I am paying attention.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"799",1,85,3,NA,76,4,4,"I am paying attention.",2,2,2,NA,NA,2,1,1,2,2,1,NA,NA,1,NA,NA,0,1,1
"800",1,68,1,8,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"801",1,84,5,NA,97,6,4,"I am paying attention",1,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA
"802",1,90,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA
"803",1,90,6,8,91,6,4,"I am paying attention",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"804",1,95,6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA
"805",1,84,5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"806",1,97,7,8,97,7,4,"I am paying attention",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"807",1,83,5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"808",1,74,3,NA,91,3,4,"I am paying attention.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA
"809",1,30,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"810",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"811",1,98,6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA
"812",1,65,4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"813",1,96,5,NA,91,6,4,"I am paying attention",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA
"814",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"815",1,99,7,NA,97,7,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA
"816",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"817",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"818",1,99,5,8,99,5,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA
"819",1,55,3,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA
"820",1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"821",1,86,4,NA,97,6,4,"I am paying attention.",4,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA
"822",1,98,6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA
