"","Veracity","Language","Emotionality","ID","meanRT","meanJudgment","Age","Gender","StudiesMajor","MotherTongue","SelfReportedEnglishSpreakingProficiency","SelfReportedEnglishListening","EnglishLextaleScores","SelfReportedGermanSpeaking","SelfReportedGermanListening","GermanLextaleScores","SelfReportedDutchSpeaking","SelfReportedDutchListening","DutchLextaleScores"
"335","Lie","English","Neutral","44",2217.91666666667,0.0754716981132075,34,1,"Anders","Dutch","6","5",97.5,"2","2",63.75,"6","6","95"
"336","Truth","English","Neutral","44",2040.37931034483,0.0754716981132075,34,1,"Anders","Dutch","6","5",97.5,"2","2",63.75,"6","6","95"
"337","Lie","Dutch","Emotional","46",650.833333333333,0.150943396226415,26,0,"Psychologie","Dutch","4","4",72.5,"2","3",55,"6","6","92.5"
"338","Truth","Dutch","Emotional","46",695.172413793103,0.150943396226415,26,0,"Psychologie","Dutch","4","4",72.5,"2","3",55,"6","6","92.5"
"339","Lie","English","Emotional","46",699.583333333333,0.191489361702128,26,0,"Psychologie","Dutch","4","4",72.5,"2","3",55,"6","6","92.5"
"340","Truth","English","Emotional","46",730.434782608696,0.191489361702128,26,0,"Psychologie","Dutch","4","4",72.5,"2","3",55,"6","6","92.5"
"341","Lie","Dutch","Neutral","46",746.4,0,26,0,"Psychologie","Dutch","4","4",72.5,"2","3",55,"6","6","92.5"
"342","Truth","Dutch","Neutral","46",703.846153846154,0,26,0,"Psychologie","Dutch","4","4",72.5,"2","3",55,"6","6","92.5"
"343","Lie","English","Neutral","46",740,0,26,0,"Psychologie","Dutch","4","4",72.5,"2","3",55,"6","6","92.5"
"344","Truth","English","Neutral","46",827.142857142857,0,26,0,"Psychologie","Dutch","4","4",72.5,"2","3",55,"6","6","92.5"
"345","Lie","Dutch","Emotional","47",1477.82608695652,0.519230769230769,20,0,"Psychologie","Dutch","3","4",71.25,"1","1",65,"6","6","91.25"
"346","Truth","Dutch","Emotional","47",953.793103448276,0.519230769230769,20,0,"Psychologie","Dutch","3","4",71.25,"1","1",65,"6","6","91.25"
"347","Lie","English","Emotional","47",1354.58333333333,0.444444444444444,20,0,"Psychologie","Dutch","3","4",71.25,"1","1",65,"6","6","91.25"
"348","Truth","English","Emotional","47",1170,0.444444444444444,20,0,"Psychologie","Dutch","3","4",71.25,"1","1",65,"6","6","91.25"
"349","Lie","Dutch","Neutral","47",1358.62068965517,0,20,0,"Psychologie","Dutch","3","4",71.25,"1","1",65,"6","6","91.25"
"350","Truth","Dutch","Neutral","47",919.2,0,20,0,"Psychologie","Dutch","3","4",71.25,"1","1",65,"6","6","91.25"
"351","Lie","English","Neutral","47",1430.71428571429,0,20,0,"Psychologie","Dutch","3","4",71.25,"1","1",65,"6","6","91.25"
"352","Truth","English","Neutral","47",1178.07692307692,0,20,0,"Psychologie","Dutch","3","4",71.25,"1","1",65,"6","6","91.25"
"353","Lie","Dutch","Emotional","48",1447.79166666667,0.588235294117647,22,0,"Graduate school of Social Sciences","Dutch","5","6",67.5,"1","2",57.5,"6","6","93.75"
"354","Truth","Dutch","Emotional","48",1175.59259259259,0.588235294117647,22,0,"Graduate school of Social Sciences","Dutch","5","6",67.5,"1","2",57.5,"6","6","93.75"
"355","Lie","English","Emotional","48",1431.15789473684,0.58695652173913,22,0,"Graduate school of Social Sciences","Dutch","5","6",67.5,"1","2",57.5,"6","6","93.75"
"356","Truth","English","Emotional","48",1316.2962962963,0.58695652173913,22,0,"Graduate school of Social Sciences","Dutch","5","6",67.5,"1","2",57.5,"6","6","93.75"
"357","Lie","Dutch","Neutral","48",1378.11538461538,0.122448979591837,22,0,"Graduate school of Social Sciences","Dutch","5","6",67.5,"1","2",57.5,"6","6","93.75"
"358","Truth","Dutch","Neutral","48",1173.34782608696,0.122448979591837,22,0,"Graduate school of Social Sciences","Dutch","5","6",67.5,"1","2",57.5,"6","6","93.75"
"359","Lie","English","Neutral","48",1415.03703703704,0.0980392156862745,22,0,"Graduate school of Social Sciences","Dutch","5","6",67.5,"1","2",57.5,"6","6","93.75"
"360","Truth","English","Neutral","48",1240.41666666667,0.0980392156862745,22,0,"Graduate school of Social Sciences","Dutch","5","6",67.5,"1","2",57.5,"6","6","93.75"
"361","Lie","Dutch","Emotional","49",1521.82142857143,0.215686274509804,26,0,"Anders","Dutch","5","5",92.5,"2","3",60,"6","6","NA"
"362","Truth","Dutch","Emotional","49",1247.4347826087,0.215686274509804,26,0,"Anders","Dutch","5","5",92.5,"2","3",60,"6","6","NA"
"363","Lie","English","Emotional","49",1448.55555555556,0.18,26,0,"Anders","Dutch","5","5",92.5,"2","3",60,"6","6","NA"
"364","Truth","English","Emotional","49",1238.34782608696,0.18,26,0,"Anders","Dutch","5","5",92.5,"2","3",60,"6","6","NA"
"365","Lie","Dutch","Neutral","49",1451.66666666667,0,26,0,"Anders","Dutch","5","5",92.5,"2","3",60,"6","6","NA"
"366","Truth","Dutch","Neutral","49",1169,0,26,0,"Anders","Dutch","5","5",92.5,"2","3",60,"6","6","NA"
"367","Lie","English","Neutral","49",1470.47826086957,0,26,0,"Anders","Dutch","5","5",92.5,"2","3",60,"6","6","NA"
"368","Truth","English","Neutral","49",1354.48275862069,0,26,0,"Anders","Dutch","5","5",92.5,"2","3",60,"6","6","NA"
"369","Lie","Dutch","Emotional","50",1704.68181818182,0.488888888888889,27,1,"Psychologie","Dutch","5","6",82.5,"1","1",66.25,"6","6","83.75"
"370","Truth","Dutch","Emotional","50",1422.52173913043,0.488888888888889,27,1,"Psychologie","Dutch","5","6",82.5,"1","1",66.25,"6","6","83.75"
"371","Lie","English","Emotional","50",1899.31818181818,0.42,27,1,"Psychologie","Dutch","5","6",82.5,"1","1",66.25,"6","6","83.75"
"372","Truth","English","Emotional","50",1648.10714285714,0.42,27,1,"Psychologie","Dutch","5","6",82.5,"1","1",66.25,"6","6","83.75"
"373","Lie","Dutch","Neutral","50",1527.9,0.05,27,1,"Psychologie","Dutch","5","6",82.5,"1","1",66.25,"6","6","83.75"
"374","Truth","Dutch","Neutral","50",1838.2,0.05,27,1,"Psychologie","Dutch","5","6",82.5,"1","1",66.25,"6","6","83.75"
"375","Lie","English","Neutral","50",1625.03448275862,0.0377358490566038,27,1,"Psychologie","Dutch","5","6",82.5,"1","1",66.25,"6","6","83.75"
"376","Truth","English","Neutral","50",1666.875,0.0377358490566038,27,1,"Psychologie","Dutch","5","6",82.5,"1","1",66.25,"6","6","83.75"
"377","Lie","Dutch","Emotional","52",964.84,0.423076923076923,21,0,"Psychologie","Dutch","4","5",80,"2","2",48.75,"6","6","NA"
"378","Truth","Dutch","Emotional","52",728.518518518518,0.423076923076923,21,0,"Psychologie","Dutch","4","5",80,"2","2",48.75,"6","6","NA"
"379","Lie","English","Emotional","52",934.4,0.431372549019608,21,0,"Psychologie","Dutch","4","5",80,"2","2",48.75,"6","6","NA"
"380","Truth","English","Emotional","52",877.692307692308,0.431372549019608,21,0,"Psychologie","Dutch","4","5",80,"2","2",48.75,"6","6","NA"
"381","Lie","Dutch","Neutral","52",871.923076923077,0.0384615384615385,21,0,"Psychologie","Dutch","4","5",80,"2","2",48.75,"6","6","NA"
"382","Truth","Dutch","Neutral","52",727.692307692308,0.0384615384615385,21,0,"Psychologie","Dutch","4","5",80,"2","2",48.75,"6","6","NA"
"383","Lie","English","Neutral","52",841.666666666667,0.0392156862745098,21,0,"Psychologie","Dutch","4","5",80,"2","2",48.75,"6","6","NA"
"384","Truth","English","Neutral","52",1117.40740740741,0.0392156862745098,21,0,"Psychologie","Dutch","4","5",80,"2","2",48.75,"6","6","NA"
"385","Lie","Dutch","Emotional","53",1054,0.318181818181818,20,0,"Psychologie","Dutch","2","3",68.75,"1","1",47.5,"6","6","88.75"
"386","Truth","Dutch","Emotional","53",841.25,0.318181818181818,20,0,"Psychologie","Dutch","2","3",68.75,"1","1",47.5,"6","6","88.75"
"387","Lie","English","Emotional","53",1160.4347826087,0.352941176470588,20,0,"Psychologie","Dutch","2","3",68.75,"1","1",47.5,"6","6","88.75"
"388","Truth","English","Emotional","53",1024.64285714286,0.352941176470588,20,0,"Psychologie","Dutch","2","3",68.75,"1","1",47.5,"6","6","88.75"
"389","Lie","Dutch","Neutral","53",1188.18181818182,0,20,0,"Psychologie","Dutch","2","3",68.75,"1","1",47.5,"6","6","88.75"
"390","Truth","Dutch","Neutral","53",674.074074074074,0,20,0,"Psychologie","Dutch","2","3",68.75,"1","1",47.5,"6","6","88.75"
"391","Lie","English","Neutral","53",1234.8,0,20,0,"Psychologie","Dutch","2","3",68.75,"1","1",47.5,"6","6","88.75"
"392","Truth","English","Neutral","53",917.083333333333,0,20,0,"Psychologie","Dutch","2","3",68.75,"1","1",47.5,"6","6","88.75"
"393","Lie","Dutch","Emotional","54",1248.46153846154,0.411764705882353,23,0,"Amsterdam Graduate Law School","Dutch","5","6",78.75,"1","3",50,"6","6","93.75"
"394","Truth","Dutch","Emotional","54",834.4,0.411764705882353,23,0,"Amsterdam Graduate Law School","Dutch","5","6",78.75,"1","3",50,"6","6","93.75"
"395","Lie","English","Emotional","54",1160.86956521739,0.46,23,0,"Amsterdam Graduate Law School","Dutch","5","6",78.75,"1","3",50,"6","6","93.75"
"396","Truth","English","Emotional","54",992.962962962963,0.46,23,0,"Amsterdam Graduate Law School","Dutch","5","6",78.75,"1","3",50,"6","6","93.75"
"397","Lie","Dutch","Neutral","54",1135.41666666667,0,23,0,"Amsterdam Graduate Law School","Dutch","5","6",78.75,"1","3",50,"6","6","93.75"
"398","Truth","Dutch","Neutral","54",772.5,0,23,0,"Amsterdam Graduate Law School","Dutch","5","6",78.75,"1","3",50,"6","6","93.75"
"399","Lie","English","Neutral","54",1121.75,0,23,0,"Amsterdam Graduate Law School","Dutch","5","6",78.75,"1","3",50,"6","6","93.75"
"400","Truth","English","Neutral","54",915.6,0,23,0,"Amsterdam Graduate Law School","Dutch","5","6",78.75,"1","3",50,"6","6","93.75"
"401","Lie","Dutch","Emotional","55",1567.39130434783,0.644444444444444,23,1,"Anders","Dutch","5","6",93.75,"2","3",60,"6","6","88.75"
"402","Truth","Dutch","Emotional","55",1556.36363636364,0.644444444444444,23,1,"Anders","Dutch","5","6",93.75,"2","3",60,"6","6","88.75"
"403","Lie","English","Emotional","55",1598.8,0.705882352941177,23,1,"Anders","Dutch","5","6",93.75,"2","3",60,"6","6","88.75"
"404","Truth","English","Emotional","55",1628.46153846154,0.705882352941177,23,1,"Anders","Dutch","5","6",93.75,"2","3",60,"6","6","88.75"
"405","Lie","Dutch","Neutral","55",1715.92592592593,0,23,1,"Anders","Dutch","5","6",93.75,"2","3",60,"6","6","88.75"
"406","Truth","Dutch","Neutral","55",1195.55555555556,0,23,1,"Anders","Dutch","5","6",93.75,"2","3",60,"6","6","88.75"
"407","Lie","English","Neutral","55",1534.44444444444,0,23,1,"Anders","Dutch","5","6",93.75,"2","3",60,"6","6","88.75"
"408","Truth","English","Neutral","55",1622.8,0,23,1,"Anders","Dutch","5","6",93.75,"2","3",60,"6","6","88.75"
"409","Lie","Dutch","Emotional","56",1037.82608695652,0.313725490196078,21,0,"Psychologie","Dutch","6","5",68.75,"1","2",53.75,"6","6","91.25"
"410","Truth","Dutch","Emotional","56",982.142857142857,0.313725490196078,21,0,"Psychologie","Dutch","6","5",68.75,"1","2",53.75,"6","6","91.25"
"411","Lie","English","Emotional","56",1048.8,0.222222222222222,21,0,"Psychologie","Dutch","6","5",68.75,"1","2",53.75,"6","6","91.25"
"412","Truth","English","Emotional","56",1057.58620689655,0.222222222222222,21,0,"Psychologie","Dutch","6","5",68.75,"1","2",53.75,"6","6","91.25"
"413","Lie","Dutch","Neutral","56",967.857142857143,0,21,0,"Psychologie","Dutch","6","5",68.75,"1","2",53.75,"6","6","91.25"
"414","Truth","Dutch","Neutral","56",890.4,0,21,0,"Psychologie","Dutch","6","5",68.75,"1","2",53.75,"6","6","91.25"
"415","Lie","English","Neutral","56",1121,0,21,0,"Psychologie","Dutch","6","5",68.75,"1","2",53.75,"6","6","91.25"
"416","Truth","English","Neutral","56",996.8,0,21,0,"Psychologie","Dutch","6","5",68.75,"1","2",53.75,"6","6","91.25"
"417","Lie","Dutch","Emotional","57",1221.66666666667,0.211538461538462,19,0,"Psychologie","Dutch","4","4",68.75,"2","3",56.25,"6","6","87.5"
"418","Truth","Dutch","Emotional","57",1172.64705882353,0.211538461538462,19,0,"Psychologie","Dutch","4","4",68.75,"2","3",56.25,"6","6","87.5"
"419","Lie","English","Emotional","57",1568.33333333333,0.244897959183673,19,0,"Psychologie","Dutch","4","4",68.75,"2","3",56.25,"6","6","87.5"
"420","Truth","English","Emotional","57",1829.2,0.244897959183673,19,0,"Psychologie","Dutch","4","4",68.75,"2","3",56.25,"6","6","87.5"
"421","Lie","Dutch","Neutral","57",1228,0,19,0,"Psychologie","Dutch","4","4",68.75,"2","3",56.25,"6","6","87.5"
"422","Truth","Dutch","Neutral","57",1128.05,0,19,0,"Psychologie","Dutch","4","4",68.75,"2","3",56.25,"6","6","87.5"
"423","Lie","English","Neutral","57",1708.84,0,19,0,"Psychologie","Dutch","4","4",68.75,"2","3",56.25,"6","6","87.5"
"424","Truth","English","Neutral","57",1488.33333333333,0,19,0,"Psychologie","Dutch","4","4",68.75,"2","3",56.25,"6","6","87.5"
"425","Lie","Dutch","Emotional","58",1592.41379310345,0.431372549019608,40,0,"Psychologie","Dutch","6","6",93.75,"3","3",62.5,"6","6","93.75"
"426","Truth","Dutch","Emotional","58",1195,0.431372549019608,40,0,"Psychologie","Dutch","6","6",93.75,"3","3",62.5,"6","6","93.75"
"427","Lie","English","Emotional","58",1648.76,0.450980392156863,40,0,"Psychologie","Dutch","6","6",93.75,"3","3",62.5,"6","6","93.75"
"428","Truth","English","Emotional","58",1431.53846153846,0.450980392156863,40,0,"Psychologie","Dutch","6","6",93.75,"3","3",62.5,"6","6","93.75"
"429","Lie","Dutch","Neutral","58",1696.76,0.0612244897959184,40,0,"Psychologie","Dutch","6","6",93.75,"3","3",62.5,"6","6","93.75"
"430","Truth","Dutch","Neutral","58",1010,0.0612244897959184,40,0,"Psychologie","Dutch","6","6",93.75,"3","3",62.5,"6","6","93.75"
"431","Lie","English","Neutral","58",1754.77777777778,0.0769230769230769,40,0,"Psychologie","Dutch","6","6",93.75,"3","3",62.5,"6","6","93.75"
"432","Truth","English","Neutral","58",1287.2,0.0769230769230769,40,0,"Psychologie","Dutch","6","6",93.75,"3","3",62.5,"6","6","93.75"
"433","Lie","Dutch","Emotional","59",1742.08333333333,0.553191489361702,21,0,"Psychologie","Dutch","4","5",73.75,"1","3",57.5,"6","6","93.75"
"434","Truth","Dutch","Emotional","59",1116.52173913043,0.553191489361702,21,0,"Psychologie","Dutch","4","5",73.75,"1","3",57.5,"6","6","93.75"
"435","Lie","English","Emotional","59",1542.125,0.574468085106383,21,0,"Psychologie","Dutch","4","5",73.75,"1","3",57.5,"6","6","93.75"
"436","Truth","English","Emotional","59",1226.52173913043,0.574468085106383,21,0,"Psychologie","Dutch","4","5",73.75,"1","3",57.5,"6","6","93.75"
"437","Lie","Dutch","Neutral","59",1667.14285714286,0,21,0,"Psychologie","Dutch","4","5",73.75,"1","3",57.5,"6","6","93.75"
"438","Truth","Dutch","Neutral","59",981.111111111111,0,21,0,"Psychologie","Dutch","4","5",73.75,"1","3",57.5,"6","6","93.75"
"439","Lie","English","Neutral","59",1382.95833333333,0,21,0,"Psychologie","Dutch","4","5",73.75,"1","3",57.5,"6","6","93.75"
"440","Truth","English","Neutral","59",1308.88,0,21,0,"Psychologie","Dutch","4","5",73.75,"1","3",57.5,"6","6","93.75"
"441","Lie","Dutch","Emotional","60",2605.16,0.365384615384615,27,0,"Psychologie","Dutch","6","6",95,"3","4",75,"6","6","87.5"
"442","Truth","Dutch","Emotional","60",1825.92592592593,0.365384615384615,27,0,"Psychologie","Dutch","6","6",95,"3","4",75,"6","6","87.5"
"443","Lie","English","Emotional","60",2461.58333333333,0.5,27,0,"Psychologie","Dutch","6","6",95,"3","4",75,"6","6","87.5"
"444","Truth","English","Emotional","60",2816.67857142857,0.5,27,0,"Psychologie","Dutch","6","6",95,"3","4",75,"6","6","87.5"
"445","Lie","Dutch","Neutral","60",2427.40740740741,0,27,0,"Psychologie","Dutch","6","6",95,"3","4",75,"6","6","87.5"
"446","Truth","Dutch","Neutral","60",1861.48148148148,0,27,0,"Psychologie","Dutch","6","6",95,"3","4",75,"6","6","87.5"
"447","Lie","English","Neutral","60",2358.3,0.0363636363636364,27,0,"Psychologie","Dutch","6","6",95,"3","4",75,"6","6","87.5"
"448","Truth","English","Neutral","60",2348,0.0363636363636364,27,0,"Psychologie","Dutch","6","6",95,"3","4",75,"6","6","87.5"
"449","Lie","Dutch","Emotional","61",1436,0.22,19,0,"College of Science domein Exacte Wetenschappen","Dutch","6","6",83.75,"2","3",60,"6","6","80"
"450","Truth","Dutch","Emotional","61",1142,0.22,19,0,"College of Science domein Exacte Wetenschappen","Dutch","6","6",83.75,"2","3",60,"6","6","80"
"451","Lie","English","Emotional","61",1274.16666666667,0.192307692307692,19,0,"College of Science domein Exacte Wetenschappen","Dutch","6","6",83.75,"2","3",60,"6","6","80"
"452","Truth","English","Emotional","61",1104,0.192307692307692,19,0,"College of Science domein Exacte Wetenschappen","Dutch","6","6",83.75,"2","3",60,"6","6","80"
"453","Lie","Dutch","Neutral","61",1200.86956521739,0,19,0,"College of Science domein Exacte Wetenschappen","Dutch","6","6",83.75,"2","3",60,"6","6","80"
"454","Truth","Dutch","Neutral","61",1178.92857142857,0,19,0,"College of Science domein Exacte Wetenschappen","Dutch","6","6",83.75,"2","3",60,"6","6","80"
"455","Lie","English","Neutral","61",1141.15384615385,0,19,0,"College of Science domein Exacte Wetenschappen","Dutch","6","6",83.75,"2","3",60,"6","6","80"
"456","Truth","English","Neutral","61",1050.83333333333,0,19,0,"College of Science domein Exacte Wetenschappen","Dutch","6","6",83.75,"2","3",60,"6","6","80"
"457","Lie","Dutch","Emotional","62",2328.62068965517,0.08,19,1,"Psychologie","Dutch","4","4",66.25,"2","2",61.25,"6","6","85"
"458","Truth","Dutch","Emotional","62",1794.33333333333,0.08,19,1,"Psychologie","Dutch","4","4",66.25,"2","2",61.25,"6","6","85"
"459","Lie","English","Emotional","62",2363.33333333333,0.115384615384615,19,1,"Psychologie","Dutch","4","4",66.25,"2","2",61.25,"6","6","85"
"460","Truth","English","Emotional","62",1984.28571428571,0.115384615384615,19,1,"Psychologie","Dutch","4","4",66.25,"2","2",61.25,"6","6","85"
"461","Lie","Dutch","Neutral","62",1983.13636363636,0.037037037037037,19,1,"Psychologie","Dutch","4","4",66.25,"2","2",61.25,"6","6","85"
"462","Truth","Dutch","Neutral","62",1818.125,0.037037037037037,19,1,"Psychologie","Dutch","4","4",66.25,"2","2",61.25,"6","6","85"
"463","Lie","English","Neutral","62",2238.42307692308,0.0392156862745098,19,1,"Psychologie","Dutch","4","4",66.25,"2","2",61.25,"6","6","85"
"464","Truth","English","Neutral","62",1914.8,0.0392156862745098,19,1,"Psychologie","Dutch","4","4",66.25,"2","2",61.25,"6","6","85"
"465","Lie","Dutch","Emotional","63",949.6,0.423076923076923,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"466","Truth","Dutch","Emotional","63",851.111111111111,0.423076923076923,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"467","Lie","English","Emotional","63",962.592592592593,0.5,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"468","Truth","English","Emotional","63",799.296296296296,0.5,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"469","Lie","Dutch","Neutral","63",1099.65217391304,0,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"470","Truth","Dutch","Neutral","63",749.230769230769,0,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"471","Lie","English","Neutral","63",1013.64,0,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"472","Truth","English","Neutral","63",874.851851851852,0,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"473","Lie","Dutch","Emotional","64",703,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"474","Truth","Dutch","Emotional","64",600.48,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"475","Lie","English","Emotional","64",720.454545454545,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"476","Truth","English","Emotional","64",682.857142857143,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"477","Lie","Dutch","Neutral","64",663.192307692308,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"478","Truth","Dutch","Neutral","64",650.689655172414,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"479","Lie","English","Neutral","64",749.451612903226,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"480","Truth","English","Neutral","64",754.166666666667,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"481","Lie","Dutch","Emotional","65",1479.92857142857,0.230769230769231,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"482","Truth","Dutch","Emotional","65",1250,0.230769230769231,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"483","Lie","English","Emotional","65",1616.52173913043,0.137254901960784,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"484","Truth","English","Emotional","65",1539.25,0.137254901960784,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"485","Lie","Dutch","Neutral","65",1442.8,0.0384615384615385,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"486","Truth","Dutch","Neutral","65",1055.51851851852,0.0384615384615385,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"487","Lie","English","Neutral","65",1533.66666666667,0.0384615384615385,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"488","Truth","English","Neutral","65",1396,0.0384615384615385,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"489","Lie","Dutch","Emotional","66",1265.1724137931,0.0961538461538462,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"490","Truth","Dutch","Emotional","66",874.782608695652,0.0961538461538462,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"491","Lie","English","Emotional","66",1018.59090909091,0.117647058823529,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"492","Truth","English","Emotional","66",1254.48275862069,0.117647058823529,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"493","Lie","Dutch","Neutral","66",1079.04761904762,0,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"494","Truth","Dutch","Neutral","66",944.633333333333,0,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"495","Lie","English","Neutral","66",1214.64285714286,0,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"496","Truth","English","Neutral","66",1178.63636363636,0,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"497","Lie","Dutch","Emotional","67",1074.28571428571,0.12,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"498","Truth","Dutch","Emotional","67",975.862068965517,0.12,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"499","Lie","English","Emotional","67",1081.81818181818,0.14,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"500","Truth","English","Emotional","67",1065,0.14,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"501","Lie","Dutch","Neutral","67",1126.8,0,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"502","Truth","Dutch","Neutral","67",943.291666666667,0,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"503","Lie","English","Neutral","67",1117.93103448276,0,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"504","Truth","English","Neutral","67",981.25,0,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
