"","condition","participant_id","wave","surveyed_after_yoga_session","sex","age","z_self_centrality","z_better_than_average","z_exp_better_than_average","z_communal_narcissism","z_self_esteem","z_g_factor","z_g_factor_well_being","z_grouped_self_centrality","z_grouped_g_factor","z_grouped_g_factor_well_being","z_grouped_communal_narcissism","z_grouped_self_esteem","z_grouped_better_than_average"
"1",1,"56",2,1,NA,"",0.155585903485249,0.626591035026271,0.0821880123446223,NA,0.566426771576561,0.640558980467466,0.63897604069548,NA,NA,NA,NA,NA,NA
"2",1,"31",4,1,NA,"",0.218341557854944,-1.558280552094,0.397355266294248,0.0919887543521657,-0.754523208930287,-0.813625609182209,-1.43661748646403,0.188266963109084,0.0407865712623742,-0.350095445834303,0.329875346078584,0.0206398434454195,-0.439159189011174
"3",0,"56",9,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0,"65",9,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1,"133",9,1,NA,"",0.866816653008457,NA,NA,NA,NA,NA,NA,-0.407911753403016,NA,NA,NA,NA,NA
"6",1,"63",10,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1,"112",10,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1,"121",10,1,NA,"",1.22243202777006,NA,NA,NA,0.896664266703272,0.816629820735181,NA,0.613610842725904,NA,NA,NA,NA,NA
"9",0,"116",11,0,NA,"",1.57804740253166,0.469280280753612,1.53983656186164,1.17381597627448,-0.314206548761338,0.356621550000673,0.683104645438883,0.0941334815545423,0.112266166828699,-0.321826847147629,0.721218147948208,-0.082559373781678,-0.48941123551494
"10",1,"56",12,1,NA,"",-0.241866574189484,0.504238226147536,-0.114791521373893,-0.00635917491349901,0.126110111407611,0.199645966891233,0.487988808397984,NA,NA,NA,NA,NA,NA
"11",1,"48",10,1,1,"67",-0.137273816906659,NA,-0.587542402298331,-2.25197022647951,0.786585101661035,-0.37651496804013,-1.04213557852222,0.193496600973225,-0.241759202384878,-0.321279942245631,-0.692533335245723,0.0687994781513983,NA
"12",1,"5",6,1,1,"23",-2.37555882275911,-1.40096979782134,0.0427921056009192,-0.121098425723441,0.0710705288864927,-0.31533198233344,-1.32955316814913,-1.05057613981859,0.0560190014819767,-0.413965652569457,0.329647688834913,0.067270600859145,-0.506890208211902
"13",0,"48",6,0,1,"67",-1.07860863245208,NA,-0.666334215785738,-0.530881464330378,0.676505936618798,0.268088102217663,-0.243688384775683,-0.747838214572196,0.402843867872915,0.477167251500908,1.02855542690341,-0.0412796868908391,NA
"14",1,"48",4,1,1,"67",-0.325540780015744,NA,-0.745126029273144,-1.28488225536714,0.731545519139917,-0.00941064542799998,-0.593484298226548,0.00522963786414127,0.125345120227252,0.127371338050043,0.274554635866647,0.0137598956302797,NA
"15",1,"5",10,1,1,"23",-1.2459570441046,-0.719289862639814,0.200375732575732,0.0755974328078883,-0.479325296324694,-0.447107870115326,-0.649163474824432,0.0790256388359121,-0.075756886299909,0.266424040755238,0.526343547366243,-0.483125224352042,0.174789726969621
"16",0,"48",9,0,1,"67",0.218341557854944,NA,-0.745126029273144,-2.17001361875812,0.676505936618798,-0.421185551370542,-1.00411428358191,0.549111975734829,-0.28642978571529,-0.28325864730532,-0.610576727524335,-0.0412796868908391,NA
"17",1,"38",4,1,1,"19",-1.01585297808239,-0.00265198206436628,-0.902709656247957,-1.62910000779697,-0.424285713803575,-0.905246128325816,-0.303258640212515,-1.11391286506208,-0.514658403178353,-0.297747868058679,-0.475348324784046,-0.42655676453867,-0.218487158712027
"18",0,"5",5,0,1,"23",-1.16228283827834,-0.859121644215512,-0.1935833348613,-0.907881859848759,0.236189276449849,-0.386478428327429,-0.970982388974773,0.162699844662172,-0.0151274445120119,-0.0553948733951032,-0.457135745290405,0.232389348422501,0.0349579453939243
"19",1,"44",3,1,1,"22",-2.37555882275911,-0.824163698821587,0.594334800012763,0.272293291339218,-1.80027527683154,-1.26656541406929,-0.709981427816801,-0.34166967379056,-0.0311515739868238,0.503640203090745,0.191232084683237,-0.330237495126712,0.495237559747261
"20",1,"62",2,1,1,"29",-0.137273816906659,0.958691516268552,1.81560790906756,1.59999033642569,-0.424285713803575,0.560047681488463,1.22665493615541,-0.836742058262597,0.0283469111890565,0.0399087654595651,0.519058515568786,-0.238504857591514,-0.0640895665555279
"21",1,"15",4,1,1,"20",-1.87351358780155,-1.40096979782134,0.594334800012763,0.124771397440721,-0.259166966240219,-0.438313571467693,-1.28204100167008,-0.495072384472036,0.630300188970996,-0.0861590972807433,0.349681526277919,0.80724721030974,-0.16313707850498
"22",0,"5",11,0,1,"23",-1.20411994119147,-0.614416026458041,-0.272375148348706,-0.776751287494539,-0.259166966240219,-0.606876144821641,-0.715044632442861,0.120862741749042,-0.235525161006224,0.200542883136809,-0.326005172936185,-0.262966894267567,0.279663563151394
"23",0,"145",12,0,1,"50",0.678549689899372,0.311969526480952,0.712522520243873,1.61638165796997,-0.259166966240219,0.527851140437575,0.620385015837759,0,0.080691774506983,-0.0776041968737745,-0.188500197759191,0.247678121345034,-0.0436974317424054
"24",0,"44",4,0,1,"22",-2.66841854315101,-1.64567541557881,-0.508750588810925,0.665685008401877,-1.41499819918371,-1.04788784952513,-1.40811216982592,-0.634529394182469,0.187525990557344,-0.194490538918376,0.584623801745896,0.0550395825211187,-0.32627415700996
"25",1,"136",12,1,1,"35",-2.29188461693285,-1.20870109815475,-0.82391784276055,-0.907881859848759,-2.35067110204273,-2.17277477350179,-1.30040800956013,0.0104592757282824,0.173659590526136,-0.224265953753196,0.672044183315376,0,-0.375797912984686
"26",1,"41",2,1,1,"67",-0.283703677102614,1.79768220572273,0.55493889326906,1.04268540392026,1.61217883947782,1.87976164978248,1.9095821815411,-0.366074650489886,0.457608453224479,0.575860943821464,0.0819566077213872,0.440316660168949,0.594285071696713
"27",0,"62",3,0,1,"29",1.30610623359632,0.888775625480703,1.42164884163053,0.796815580756096,-0.314206548761338,0.306782461160207,1.00556340154011,0.606637992240383,-0.2249183091392,-0.181182769155734,-0.284116240100809,-0.128425692549277,-0.134005457343377
"28",0,"21",4,0,1,"18",-0.325540780015744,-0.107525818246139,0.751918426987576,1.04268540392026,1.11682259678775,1.11857787674807,0.114212549350877,0.146429860195954,0.262266537376224,0.0747536652099637,0.13113057235422,0.302717703866153,0.0524369180908865
"29",1,"136",10,1,1,"35",-1.41330545575712,-0.92903753500336,-0.902709656247957,-1.05540375374726,-1.91035444187378,-1.87545616622084,-1.06537481297928,0.889038436904009,0.470978197807085,0.0107672428276635,0.524522289416879,0.440316660168949,-0.0961343498332918
"30",0,"142",11,0,1,"19",0.218341557854944,-0.894079589609436,0.436751173037951,-1.20292564764575,-2.62586901464832,-2.39645047267534,-1.06093955080817,-0.097619906797303,-0.273061677167506,-0.417483089059323,-0.114739250809942,-0.201811802577435,-0.419495344727091
"31",0,"44",2,0,1,"21",-1.05769008099552,-1.48836466130615,-1.13908509671018,-0.694794679773152,-1.19483986909924,-1.39178825665299,-1.52277129507991,0.976199067973029,-0.156374416570521,-0.309149664172368,-0.775855886429133,0.275197912605593,-0.168963402737301
"32",0,"95",9,0,1,"18",0.385689969507463,-1.73307027906362,0.830710240474982,-1.03901243220298,-2.62586901464832,-2.52448717027952,-1.81988626256034,0.962253367001986,-1.19326929721924,-0.630551272185623,-0.677507957163468,-1.22921734297165,-0.530195505141185
"33",0,"136",9,0,1,"35",-1.58065386740964,-0.0201309547613284,-0.390562868579816,-1.28488225536714,-2.29563151952161,-2.01095347065513,-0.253212888171114,0.72169002525149,0.33548089337279,0.822929167635825,0.295043787796994,0.0550395825211187,0.81277223040874
"34",1,"145",11,1,1,"50",0.678549689899372,0.399364389965763,1.14587749442461,1.99338205348835,-0.754523208930287,0.366467591423609,0.775593409585308,0,-0.080691774506983,0.0776041968737744,0.188500197759191,-0.247678121345034,0.0436974317424054
"35",1,"148",11,1,1,"78",-1.12044573536521,-0.806684726124625,-0.232979241605003,-1.69466529397408,0.0710705288864927,-0.787073978774026,-1.07360747861993,0,0,0,0,0,0
"36",0,"5",9,0,1,"24",-1.6015724188662,-0.998953425791209,-0.705730122529441,-0.71118600131743,-0.0390086361557446,-0.524007597478458,-1.06474290402568,-0.276589735925692,-0.152656613663041,-0.149155388446009,-0.260439886759075,-0.0428085641830923,-0.104873836181773
"37",1,"115",12,1,1,"68",-0.0535996110803998,0.154658772208293,-0.114791521373893,-1.69466529397408,-0.754523208930287,-1.11254353774977,-0.167687022010182,0.470667407772711,-0.197797196235492,0.183403705656824,-0.499935307100462,-0.110079165042237,0.297142535848356
"38",1,"15",2,1,1,"20",-1.12044573536521,-1.22618007085172,-0.0753956146301903,-0.301402962710493,-0.919641956493643,-0.998647632896128,-1.19968261327442,0.257995467964301,0.0699661275425604,-0.00380070888508088,-0.0764928338732948,0.146772220056316,0.0116526484646415
"39",1,"103",10,1,1,"",-1.05769008099552,NA,NA,NA,0.0710705288864927,0.0696079690784945,NA,-0.669393646610077,0.722778874246592,NA,NA,0.220158330084475,NA
"40",1,"123",12,1,1,"30",-0.869423117886432,-1.94281795142716,-0.863313749504254,-1.1701430045572,-1.6901961117893,-2.00563528632452,-2.04288145703371,0.0139457009710433,-0.240000282796887,-0.234398643294834,-0.0764928338732949,-0.238504857591514,-0.233052969292828
"41",0,"72",9,0,1,"20",-0.220948022732919,-1.10382726197298,-0.429958775323519,0.764032937667541,-1.19483986909924,-0.741151518063164,-0.878497591326993,0.470667407772711,-0.186360067274739,-0.0313588231759012,0.00819566077213874,-0.275197912605593,-0.0349579453939242
"42",1,"142",10,1,1,"19",0.364771418050899,-0.387189381397534,0.830710240474982,-1.54714340007558,-2.73594817969056,-2.48633353608142,-0.649789434030063,0.0488099533986515,-0.362944740573585,-0.00633297228121799,-0.458957003239769,-0.311890967619672,0.0873948634848107
"43",0,"136",11,0,1,"35",-3.92353163054491,-1.17374315276083,-0.82391784276055,-3.07153630369338,-2.8460273447328,-3.32655304573393,-1.68557251251723,-1.62118773788378,-0.980118681706011,-0.609430456710292,-1.49161026052925,-0.495356242690068,-0.340839967590762
"44",0,"17",4,0,1,"20",-1.64340952177933,-0.824163698821587,-0.82391784276055,-0.58005542896321,-0.589404461366931,-0.796656680969941,-0.874690271610838,-0.564800889327253,-0.329660239727342,-0.349379342232037,-0.401587377834798,-0.165118747563356,-0.288403049499875
"45",0,"103",11,0,1,"57",-0.660237603320782,NA,NA,-3.05514498214911,-0.589404461366931,-1.70343738342114,-1.41474426893727,-0.271941168935344,-1.05026647825304,NA,NA,-0.440316660168949,NA
"46",1,"123",10,1,1,"30",-1.89443213925811,-2.0651707603059,-1.21787691019758,-1.05540375374726,-0.589404461366931,-1.26304468266298,-2.1360080798817,-1.01106332040064,0.502590320864654,-0.327525266142821,0.0382464169366474,0.862286792830859,-0.355405778171564
"47",1,"35",9,1,1,"25",-3.96536873345804,-2.46718713233603,-0.429958775323519,0.403423863693437,0.786585101661035,0.116018516357909,-2.23294202244584,-2.36379631459184,0.42572097704084,-0.610999554860288,NA,0.660474990253424,-0.72974711009817
"48",1,"103",12,1,1,"57",0.553038381159983,NA,NA,-0.907881859848759,0.0710705288864927,-0.32568330116165,-0.418586341501116,0.941334815545421,0.327487604006447,NA,NA,0.220158330084475,NA
"49",0,"34",3,0,1,"21",-0.137273816906659,-1.0513903438821,-0.94210556299166,-0.317794284254771,-0.809562791451406,-0.892499860869458,-1.038137280747,-0.434059942723722,-0.786145017084435,-0.863156036092287,-0.524522289416879,-0.605435407732305,-0.808402487234499
"50",0,"34",5,0,1,"21",0.783142447182197,0.032305963329558,-0.745126029273144,0.583728400680489,-0.314206548761338,0.029276034284408,0.157293420157463,0.486356321365134,0.135630878069432,0.332274664812181,0.377000395518381,-0.110079165042237,0.275293819977154
"51",1,"5",8,1,1,"23",-1.6643280732359,-1.38349082512438,-1.25727281694129,-0.366968248887603,-0.0940482186768633,-0.515159348336513,-1.36059405359891,-0.339345390295386,-0.143808364521097,-0.445006538019238,0.0837778656707515,-0.097848146704211,-0.48941123551494
"52",0,"143",11,0,5,"67",-0.827586014973302,-0.579458081064117,-1.57244007089091,0.0100321466307784,0.236189276449849,0.0315083208809032,-0.530063137651367,0.0104592757282824,0.215007258315879,0.445990388946753,0.262261144708439,0.0275197912605593,0.419495344727092
"53",1,"137",12,1,1,"58",0.615794035529678,0.731464871208044,-0.705730122529441,-1.77662190169546,1.00674343174551,0.14927670651268,0.360027863129315,-0.0836742058262596,0.323081677561579,0.211803704135999,0.0163913215442775,0.40362360515487,0.221400320828187
"54",1,"38",2,1,1,"19",1.1387578219438,0.154658772208293,-1.02089737647907,-0.547272785874655,-0.424285713803575,-0.451901826414566,0.0540364215587142,1.0406979349641,-0.0613141012671035,0.0595471937125495,0.606478897138266,-0.42655676453867,-0.0611764044393675
"55",0,"5",3,0,1,"23",-0.492889191668263,-0.981474453094247,-0.0753956146301903,0.272293291339218,0.566426771576561,0.258917530091781,-0.858222957080214,0.832093491272249,0.630268513907198,0.0573645584994558,0.723039405897572,0.562626843549213,-0.0873948634848107
"56",0,"15",3,0,1,"20",-1.14136428682178,-1.08634828927602,-0.705730122529441,-0.498098821241823,-2.02043360691602,-1.76888007695224,-1.10592209822351,0.237076916507736,-0.700266316513556,0.0899598061658244,-0.273188692404624,-0.954019430366057,0.151484430040339
"57",1,"137",10,1,1,"58",0.971409410291281,0.53919617154146,0.436751173037951,-2.21918758339096,0.511387189055442,-0.392141112495433,0.0933218721450782,0.271941168935344,-0.218336141446534,-0.0549022868482383,-0.426174360151214,-0.0917326375351978,0.0291316211616036
"58",1,"62",4,1,1,"29",0.929572307378151,1.22087610672298,1.1064815876809,0.845989545388929,0.18114969392873,0.72827216824955,1.32802017439201,0.230104066022214,0.196571397950143,0.141274003696169,-0.234942275467977,0.366930550140791,0.198095023898904
"59",1,"104",10,1,1,"34",0.553038381159983,-0.946516507700322,-0.232979241605003,-0.498098821241823,-0.809562791451406,-0.938168052391987,-0.974151849989365,0.125511308739389,-0.476833385065262,-0.679755801121776,-0.278652466252717,-0.330237495126712,-0.664200962484562
"60",1,"118",10,1,1,"55",-0.722993257690477,-0.43962629948842,-0.272375148348706,0.862380866933206,0.676505936618798,0.682795328568095,-0.233584045623186,-0.488099533986515,0.25630547419272,-0.274735953304311,0.737609469492485,0.110079165042237,-0.442800641656374
"61",1,"4",2,1,1,"22",-3.35873074121766,-1.87290206063932,0.515542986525357,0.141162718984998,0.621466354097679,0.0413781825215964,-1.72359811169505,-0.585719440783818,0.146031355189593,-0.175166081892868,0.0737609469492485,0.247678121345034,-0.201008186015065
"62",1,"61",3,1,1,"64",0.009156043289295,-1.26113801624564,-0.94210556299166,0.239510648250663,0.786585101661035,0.327744951924257,-1.12809840907904,0.411398178645777,-0.112205501715163,0.0456118120365085,0.207623406227514,-0.293544440112633,0.00582632423232066
"63",1,"50",10,1,1,"18",0.218341557854944,-0.422147326791458,-0.745126029273144,0.665685008401877,0.566426771576561,0.5382546667004,-0.255122497777157,-0.418371029131298,0.285392081548019,0.0191638354546798,-0.0286848127024856,0.440316660168949,0.0262184590454432
"64",0,"101",10,0,1,"30",-1.72708372760559,-0.090046845549177,1.1064815876809,-1.18653432610148,-1.58011694674707,-1.51690585504222,-0.300093145696567,-0.271941168935344,0.0155348421788348,-0.265757135929182,-0.139326233126359,0.192638538823915,-0.253445104105951
"65",1,"5",2,1,1,"23",-1.12044573536521,-0.0201309547613284,-0.429958775323519,-0.760359965950262,0.0710705288864927,-0.24719027346319,-0.151853599682476,0.204536947575301,0.124160710352227,0.763733915897194,-0.309613851391907,0.067270600859145,0.873948634848107
"66",1,"21",3,1,1,"18",-0.618400500407652,-0.212399654427912,-0.82391784276055,0.780424259211819,0.511387189055442,0.594044801995618,-0.0352947810690505,-0.146429860195954,-0.262266537376224,-0.0747536652099637,-0.13113057235422,-0.302717703866153,-0.0524369180908864
"67",1,"106",9,1,1,"56",0.511201278246853,-0.125004790943101,-0.272375148348706,-0.235837676533383,-0.919641956493643,-0.722276766200159,-0.149321997369446,-0.230104066022214,-0.229416065479636,0.232975030170697,-0.307337278955202,-0.275197912605593,0.310251765371078
"68",0,"78",10,0,1,"20",-0.743911809147042,-0.789205753427663,0.0427921056009192,0.550945757591934,-0.424285713803575,-0.243301325187465,-0.623191743748676,-0.376533926218169,-0.302939800891636,-0.248968908798454,-0.180304536987052,-0.275197912605593,-0.227226645060508
"69",0,"61",4,0,1,"64",-1.07860863245208,-1.38349082512438,-0.745126029273144,-0.350576927343326,1.22690176182998,0.36261721354471,-1.35742657583364,-0.676366497095599,-0.0773332400947094,-0.183716354718086,-0.382464169366474,0.146772220056316,-0.116526484646414
"70",0,"41",5,0,1,"67",0.448445623877158,0.609112062329309,0.830710240474982,0.878772188477484,0.731545519139917,0.964544743333519,0.757860293898169,0.366074650489886,-0.457608453224479,-0.575860943821464,-0.0819566077213872,-0.440316660168949,-0.594285071696713
"71",1,"118",12,1,1,"56",-0.262785125646049,-0.369710408700571,-0.626938309042035,-0.203055033444828,0.346268441492086,0.0697215857136956,-0.37358497624866,-0.0278914019420866,-0.356768268661679,-0.414736883929785,-0.327826430885549,-0.220158330084475,-0.372884750868526
"72",1,"142",12,1,1,"19",0.364771418050899,-0.142483763640063,0.515542986525357,-0.5144901427861,-1.91035444187378,-1.48738237776674,-0.219640400408303,0.0488099533986515,0.636006417741091,0.423816061340542,0.573696254049711,0.513702770197108,0.332100481242281
"73",1,"143",12,1,1,"67",-0.848504566429867,-1.4184487705183,-1.29666872368499,-0.5144901427861,0.18114969392873,-0.398506195750854,-1.42204391554487,-0.0104592757282825,-0.215007258315879,-0.445990388946753,-0.262261144708439,-0.0275197912605593,-0.419495344727091
"74",0,"55",3,0,1,"25",-0.534726294581393,-0.614416026458041,-1.25727281694129,-0.0555331395463314,-2.46075026708497,-1.78097654504905,-0.575675610770983,-0.0313778271848474,-0.640911381535403,-0.549727764820996,-0.266358975094509,-0.632955198992865,-0.528738924083105
"75",1,"11",9,1,1,"20",-0.0745181625369647,1.1684391886321,0.909502053962389,0.944337474654593,0.566426771576561,1.00844222231,1.29761119789583,-0.514596365831497,0.105571792246728,0.0962925140137993,0.242591558855306,0,0.0524369180908866
"76",0,"61",2,0,1,"64",-0.137273816906659,-1.15626418006387,-0.587542402298331,0.206728005162108,1.22690176182998,0.629489195449292,-1.03560567843397,0.264968318449822,0.189538741809873,0.138104542681577,0.17484076313896,0.146772220056316,0.110700160414094
"77",1,"1",8,1,1,"25",-0.0326810596238348,0.207095690299179,0.67312661350017,0.550945757591934,0.126110111407611,0.346961180278428,0.315671274919604,-0.345156099033321,-0.242061509390444,0.588534325568858,-0.598283236366127,-0.275197912605593,0.747226082795132
"78",1,"87",12,1,1,"19z",-1.20411994119147,-0.159962736337026,-0.587542402298331,-0.743968644405984,-0.479325296324694,-0.635851310481654,-0.280456370151351,-0.80885065632051,-0.257000868113761,-0.596975479007275,-0.617406444834451,0.146772220056316,-0.506890208211902
"79",1,"17",3,1,1,"20",-0.513807743124828,-0.247357599821836,-0.114791521373893,0.223119326706385,-0.259166966240219,-0.137336201515257,-0.175931587146765,0.564800889327253,0.329660239727342,0.349379342232037,0.401587377834798,0.165118747563356,0.288403049499875
"80",1,"87",10,1,1,"19",0.699468241355937,1.11600227054121,0.121583919088325,0.600119722224767,0.896664266703272,1.08151565537833,1.18168032173735,1.0947375262269,1.46036609774622,0.86516121288143,0.726681921796301,1.52276178308428,0.769074798666334
"81",1,"100",11,1,1,"45",-0.471970640211698,0.399364389965763,-1.21787691019758,-0.432533535064713,0.016030946365374,-0.0613470591302834,0.306806700325357,0.0627556543696948,0.0369980557157023,-0.0700044318113809,0.31963077011341,-0.082559373781678,-0.139831781575697
"82",1,"34",2,1,1,"21",0.615794035529678,0.137179799511331,-0.981501469735363,-0.104707104179164,0.291228858970967,0.186935143299735,0.123087040191734,0.319007909712615,0.293289987084759,0.298068284846452,-0.311435109341272,0.495356242690068,0.380167656158927
"83",0,"38",3,0,1,"19",0.0300745947458599,0.469280280753612,-0.587542402298331,-1.23570829073431,0.18114969392873,-0.246420009992284,0.217485413944202,-0.067985292233836,0.144167715155178,0.222996186098038,-0.0819566077213871,0.178878643193636,0.253445104105951
"84",1,"4",4,1,1,"22",-2.18729185965002,-1.47088568860919,0.397355266294248,-0.00635917491349901,0.126110111407611,-0.25068452785759,-1.37326594790931,0.585719440783818,-0.146031355189593,0.175166081892868,-0.0737609469492485,-0.247678121345034,0.201008186015065
"85",1,"58",6,1,1,"63",-1.64340952177933,-1.08634828927602,-0.666334215785738,-0.71118600131743,-0.919641956493643,-1.12490115801726,-1.14709930917202,-0.550855188356209,-0.228639882370881,-0.00168971812467511,0.0764928338732948,-0.385277077647831,-0.0174789726969622
"86",0,"88",10,0,1,"18",0.720386792812502,0.0148269906325959,0.003396198857216,-0.547272785874655,-0.369246131282457,-0.44747316682425,-0.0777338266754305,-0.209185514565649,-0.329630241133957,-0.170095935894182,-0.368804734746243,-0.247678121345034,-0.104873836181773
"87",1,"129",10,1,1,"25",-0.0954367139935296,-0.963995480397284,0.003396198857216,-0.465316178153268,-0.479325296324694,-0.71163966443479,-0.984288175488093,-0.251022617478779,-0.289336245937578,-0.845102503617375,-0.196695858531329,-0.0275197912605593,-0.856469662151145
"88",0,"139",10,0,1,"65",1.34794333650945,0.591633089632347,1.30346112139942,0.272293291339218,0.236189276449849,0.399725048474227,0.624192335553913,0.0697285048552163,-0.216550346564584,-0.0996715536132851,-0.17484076313896,-0.201811802577435,-0.0699158907878485
"89",1,"31",12,1,1,"24",0.448445623877158,-0.334752463306647,1.18527340116831,0.747641616123264,0.401308024013205,0.480876467213594,-0.156928703804467,0.418371029131298,1.33528864765818,0.92959333682526,0.985528207849682,1.17647107638891,0.784368899776176
"90",0,"139",12,0,1,"65",1.07600216757411,0.277011581087028,0.55493889326906,0.698467651490432,0.676505936618798,0.782935446851549,0.410063698924106,-0.202212664080128,0.166660051812738,-0.313800190243092,0.251333597012254,0.238504857591514,-0.384537399333167
"91",1,"19",4,1,1,"19",-0.0745181625369647,-0.701810889942852,-0.745126029273144,-0.875099216760204,1.77729758704117,0.678732435424519,-0.816405904180821,-0.287630082527768,0.269472342502639,0.0286702352491335,-0.831859568372081,0.82559373781678,0.201008186015065
"92",1,"91",9,1,1,"18",-0.492889191668263,-0.0725678728522149,1.0276897741935,-0.629229393596042,-0.314206548761338,-0.462715896394016,-0.175927620648121,-0.251022617478779,-0.122771730663727,-0.141270698280632,-0.475348324784046,0.110079165042237,-0.0524369180908864
"93",0,"118",9,0,1,"55",0.281097212224639,0.818859734692855,-0.508750588810925,-0.285011641166216,0.676505936618798,0.526952648844333,0.73062474491522,0.515990935928601,0.100462794468959,0.689472837234095,-0.409783038606936,0.110079165042237,0.8156853925249
"94",1,"99",10,1,1,"29",-0.848504566429867,-0.771726780730701,0.318563452806841,-0.776751287494539,-0.754523208930287,-0.969537356131429,-0.863286161706273,-0.72169002525149,-0.705168530854352,-0.266706982608898,-0.229478501619884,-0.853113529077339,-0.235966131408989
"95",1,"66",11,1,1,"21",0.134667352028684,-1.2786169889426,-1.09968918996647,-0.907881859848759,-3.17626483985951,-2.73337264389506,-1.36629313367721,-0.38350677670369,-2.32381167939718,-0.658845291422757,-1.27852308045364,-2.62355343350666,-0.436974317424054
"96",1,"68",11,1,1,"24",0.887735204465022,0.644070007723233,-2.00579504507165,1.09185936855309,-0.974681539014762,-0.0708788341781155,0.831980066905214,-0.12551130873939,-0.186506853619397,-0.23091289726189,-0.38519605629052,0,-0.16605024062114
"97",0,"99",9,0,1,"29",0.594875484073113,-0.299794517912723,0.239771639319435,-0.317794284254771,0.951703849224391,0.440799705577276,-0.329872196488477,0.72169002525149,0.705168530854352,0.266706982608898,0.229478501619884,0.853113529077339,0.235966131408989
"98",0,"39",4,0,1,"27",-1.2459570441046,-0.876600616912474,-1.13908509671018,-0.268620319621938,-1.24987945162036,-1.12415508131619,-0.863922037158514,-0.740516721562398,-0.475368670658176,-0.327017226864136,-0.226200237311029,-0.484348326185844,-0.300638330387749
"99",0,"11",5,0,1,"20",0.0928302491155547,1.25583405211691,1.89439972255497,0.764032937667541,0.236189276449849,0.740926018000508,1.3451253476242,-0.347247954178978,-0.161944412062761,0.143806663742171,0.0622870218682543,-0.330237495126712,0.139831781575697
"100",0,"121",9,0,5,"",0.302015763681204,-0.824163698821587,NA,NA,NA,-0.454445054483826,-0.808661847143053,-0.306805421362952,NA,NA,NA,NA,NA
"101",1,"107",10,1,1,"56",-0.346459331472309,1.27331302481387,0.476147079781654,0.468989149870547,1.2819413443511,1.32095263201263,1.30458202887861,-0.0906470563117813,-0.0534468021798453,0.235033857663967,-0.289580013948902,-0.0183465275070396,0.308795184312998
"102",0,"72",11,0,1,"20",-1.16228283827834,-1.03391137118513,0.791314333731279,0.747641616123264,-0.64444404388805,-0.368431383513685,-0.81577994497519,-0.470667407772711,0.186360067274739,0.0313588231759012,-0.00819566077213874,0.275197912605593,0.0349579453939244
"103",0,"31",3,0,1,"23",0.218341557854944,-1.76802822445754,0.712522520243873,-1.12096903992437,-1.58011694674707,-1.8741858614884,-1.86866621344522,0.188266963109084,-1.01977368104381,-0.782144172815496,-0.883082448197948,-0.80495389437136,-0.64890686137472
"104",0,"1",6,0,1,"24",0.804060998638762,-0.701810889942852,-1.09968918996647,1.91142544576696,0.676505936618798,1.02784338926071,-0.277934684084931,0.491585959229276,0.438820699591834,-0.00507163343567762,0.762196451808901,0.275197912605593,-0.1616804974469
"105",1,"31",10,1,1,"24",0.239260109311509,-1.15626418006387,0.239771639319435,0.272293291339218,-0.974681539014762,-0.797627732872684,-1.02293576737289,0.209185514565649,0.0567844475718996,0.0635862732568322,0.510179883065636,-0.199518486639055,-0.0371428169810446
