"","dummybitter","dummysweet","dummywater","javg","sex","age","policonserv","poliliberal","check_enjoy","check_sweet","check_bitter","check_neutral","check_disgusting","check_regular","study"
"1",0,1,0,86.4,1,20,1,0,4,6,2,4,5,3,1
"2",1,0,0,80.4,1,21,1,0,1,1,6,1,7,1,1
"3",0,0,1,48,1,22,0,0,2,2,6,3,5,2,1
"4",1,0,0,76.1,0,44,0,0,1,1,7,1,5,1,1
"5",0,1,0,100,1,18,1,0,2,7,1,1,4,3,1
"6",1,0,0,79.7,0,19,0,0,2,1,6,1,5,1,1
"7",0,0,1,57.6,0,23,0,0,4,1,1,7,1,4,1
"8",0,1,0,66.1,1,20,0,0,3,4,4,3,5,1,1
"9",1,0,0,53.7,0,32,0,0,4,5,3,2,3,3,1
"10",0,1,0,52.6,0,27,0,1,5,7,1,1,1,2,1
"11",0,0,1,45.9,1,24,0,0,4,1,1,7,1,6,1
"12",0,1,0,70.3,1,24,0,1,4,7,1,4,1,2,1
"13",0,0,1,74.7,0,21,1,0,6,1,1,7,1,7,1
"14",1,0,0,72.5,1,22,0,1,2,1,4,1,6,1,1
"15",0,0,1,55.1,1,20,0,1,4,1,1,7,1,7,1
"16",1,0,0,65.8,1,19,0,1,2,1,7,1,6,2,1
"17",0,1,0,61.4,1,21,0,1,6,7,1,2,2,2,1
"18",1,0,0,79.6,1,19,0,0,1,1,6,1,7,1,1
"19",0,0,1,55.8,0,31,1,0,5,4,1,5,1,6,1
"20",0,1,0,98.5,0,36,0,0,4,7,1,3,1,2,1
"21",0,1,0,56.9,0,22,0,0,4,4,4,7,1,4,1
"22",0,0,1,34.2,0,22,0,1,7,1,1,7,1,7,1
"23",0,0,1,89.7,1,28,0,0,4,1,1,7,1,7,1
"24",0,1,0,87.1,1,40,0,1,1,7,1,1,7,1,1
"25",1,0,0,84.9,1,49,0,0,1,1,6,1,5,1,1
"26",0,1,0,52.6,1,25,0,1,6,6,1,2,1,5,1
"27",1,0,0,79.7,1,21,0,1,1,2,2,6,6,1,1
"28",0,0,1,86.7,1,21,0,0,4,1,1,7,1,7,1
"29",0,0,1,62.6,1,18,0,1,4,1,1,7,1,7,1
"30",1,0,0,83.2,1,18,0,0,1,1,7,1,7,1,1
"31",0,1,0,83.5,1,33,0,0,3,6,1,1,5,1,1
"32",0,0,1,91.1,1,33,0,0,5,1,1,7,1,7,1
"33",1,0,0,64.7,1,68,0,0,1,1,7,1,7,1,1
"34",0,0,1,76.6,1,18,0,0,4,1,1,7,1,7,1
"35",1,0,0,76.8,1,20,1,0,1,1,7,3,7,2,1
"36",1,0,0,74.1,1,25,0,0,1,1,6,1,7,1,1
"37",0,0,1,57.6,0,30,1,0,3,1,1,7,1,7,1
"38",0,1,0,79,1,33,0,0,6,5,3,1,1,5,1
"39",0,0,1,65.1,0,18,1,0,5,4,4,7,1,7,1
"40",0,1,0,44.7,1,35,0,1,4,5,1,1,2,1,1
"41",0,1,0,49.6,1,NA,0,0,5,6,1,1,1,4,1
"42",0,0,1,49.6,0,22,0,1,4,4,4,7,1,7,1
"43",1,0,0,93.5,1,23,0,0,1,1,7,1,7,1,1
"44",1,0,0,64.8,1,39,0,1,1,1,7,1,6,1,1
"45",0,1,0,80.1,0,43,0,1,6,6,2,1,1,6,1
"46",0,0,1,66.7,0,21,0,0,4,4,4,7,1,4,1
"47",0,1,0,40.5,0,26,0,0,4,4,4,7,4,4,1
"48",1,0,0,71.7,1,21,0,0,1,1,6,1,7,1,1
"49",1,0,0,60.5,1,19,0,0,3,4,7,1,4,1,1
"50",0,0,1,79.3,1,21,0,0,4,1,1,4,1,7,1
"51",0,1,0,77,1,42,0,0,4,5,1,3,1,4,1
"52",0,1,0,73.8,1,18,0,1,6,6,1,2,1,6,1
"53",0,0,1,52.7,1,20,0,1,7,1,1,7,1,7,1
"54",1,0,0,99.3,1,19,0,1,1,1,7,1,7,1,1
"55",0,0,1,92.2,1,50,0,0,4,4,1,4,1,7,1
"56",0,1,0,66.9,1,21,0,0,4,6,3,4,1,3,1
"57",1,0,0,75.3,1,18,0,1,1,1,7,1,7,1,1
"58",0,0,1,68.9922480620155,0,21,0,1,4,4,4,7,1,5,2
"59",1,0,0,59.9483204134367,0,21,0,0,3,1,6,2,2,4,2
"60",0,0,1,68.2170542635659,0,21,0,1,4,1,1,4,1,6,2
"61",0,0,1,56.2015503875969,0,20,0,1,4,1,1,7,2,5,2
"62",0,0,1,83.2041343669251,0,20,1,0,5,2,1,4,1,7,2
"63",1,0,0,43.1524547803618,0,20,0,1,3,1,6,1,4,5,2
"64",1,0,0,63.0490956072351,0,20,0,1,4,2,6,1,2,4,2
"65",0,0,1,62.1447028423773,0,19,1,0,3,4,4,7,4,4,2
"66",0,1,0,71.8346253229974,0,22,0,1,5,5,1,2,1,6,2
"67",1,0,0,67.1834625322997,0,20,0,1,1,2,7,1,6,1,2
"68",0,1,0,64.7286821705426,0,20,0,1,5,5,5,1,1,6,2
"69",1,0,0,68.2170542635659,0,22,0,1,2,1,6,1,4,1,2
"70",0,0,1,79.9741602067184,0,20,1,0,4,1,1,7,1,7,2
"71",0,1,0,61.4987080103359,0,20,0,1,4,7,1,2,4,3,2
"72",0,0,1,71.9638242894057,0,21,0,1,4,4,1,7,1,6,2
"73",0,1,0,71.8346253229974,0,21,0,1,5,5,4,2,2,3,2
"74",0,0,1,49.0956072351421,0,20,0,1,4,1,1,4,1,2,2
"75",0,0,1,66.6666666666667,0,20,0,1,4,1,1,4,1,4,2
"76",0,0,1,71.9638242894057,0,20,0,1,4,1,1,7,1,6,2
"77",1,0,0,76.2273901808785,1,23,0,1,1,1,7,1,6,2,2
"78",0,0,1,94.702842377261,0,20,0,0,5,1,1,4,1,7,2
"79",0,0,1,64.2118863049096,0,22,0,0,4,1,1,7,1,4,2
"80",0,0,1,74.6770025839793,0,21,0,0,4,1,1,7,1,7,2
"81",1,0,0,68.733850129199,0,20,0,1,2,1,6,1,5,3,2
"82",1,0,0,80.3617571059431,1,20,0,0,2,1,7,1,5,2,2
"83",1,0,0,67.7002583979328,1,22,0,0,1,1,6,1,5,1,2
"84",0,1,0,73.7726098191214,0,20,0,1,6,7,1,1,1,5,2
"85",1,0,0,58.9147286821705,0,20,0,1,1,1,7,1,6,2,2
"86",1,0,0,67.4418604651163,0,22,0,1,1,1,6,1,3,1,2
"87",0,1,0,82.4289405684754,0,19,0,1,4,6,1,1,1,2,2
"88",0,0,1,63.5658914728682,0,20,0,1,6,1,1,4,1,7,2
"89",0,1,0,80.4909560723514,0,21,0,1,5,6,1,1,2,3,2
"90",0,0,1,40.5684754521964,0,21,0,1,3,1,1,7,1,7,2
"91",1,0,0,80.3617571059431,0,20,1,0,1,1,7,1,7,1,2
"92",1,0,0,81.0077519379845,0,20,0,1,1,1,7,1,7,1,2
"93",0,1,0,71.3178294573643,0,24,0,1,5,6,1,2,1,2,2
"94",0,0,1,75.5813953488372,0,20,0,1,4,1,1,7,1,7,2
"95",1,0,0,54.9095607235142,0,20,1,0,2,1,6,1,4,2,2
"96",1,0,0,68.6046511627907,1,19,0,1,1,2,6,1,6,1,2
"97",0,1,0,62.5322997416021,0,20,0,1,4,6,1,1,3,2,2
"98",0,0,1,79.9741602067183,0,20,0,0,6,1,1,7,1,7,2
"99",0,0,1,59.3023255813954,0,19,0,1,5,1,1,4,1,7,2
"100",1,0,0,74.2894056847545,0,21,0,0,1,1,5,1,6,1,2
"101",1,0,0,70.2842377260982,0,32,0,1,1,1,7,1,7,1,2
"102",0,0,1,51.2919896640827,1,22,0,1,4,1,1,7,1,4,2
"103",0,1,0,65.6330749354005,0,20,0,1,4,7,1,1,3,3,2
"104",0,0,1,80.3617571059431,0,21,1,0,4,1,1,7,1,5,2
"105",1,0,0,61.8863049095607,1,23,0,1,1,1,7,1,6,2,2
"106",1,0,0,77.5193798449612,0,22,0,1,3,1,5,3,4,1,2
"107",0,0,1,61.4987080103359,0,23,0,0,4,1,1,7,1,7,2
"108",0,0,1,61.2403100775194,0,20,0,1,5,1,1,4,3,6,2
"109",0,1,0,56.4599483204134,0,19,0,0,6,7,1,1,1,2,2
"110",0,1,0,75.968992248062,0,21,0,1,3,7,2,2,4,2,2
"111",0,1,0,85.0129198966408,0,19,0,1,4,6,1,2,1,3,2
"112",0,1,0,76.2273901808785,0,20,0,1,7,7,1,1,1,3,2
"113",0,1,0,62.2739018087855,0,20,0,0,4,5.5,1,3,2.5,2,2
"114",1,0,0,82.0413436692506,0,20,0,1,3,1,7,2,3,3,2
"115",0,1,0,54.2635658914729,1,19,0,1,5,7,1,1,2,4,2
"116",0,1,0,79.9741602067184,0,20,0,0,4,6,2,1,3,1,2
"117",1,0,0,41.343669250646,0,20,0,1,3,2,5,3,4,2,2
"118",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"119",0,1,0,71.7054263565891,0,20,0,1,4,6,2,4,4,1,2
"120",0,1,0,68.0878552971576,0,20,0,1,5,6,1,2,2,2,2
"121",0,1,0,59.1731266149871,0,18,0,0,1,5,1,4,4,2,2
"122",0,1,0,70.5426356589147,0,20,0,1,3,7,1,2,4,1,2
"123",1,0,0,62.6614987080103,1,19,0,1,3,1,7,1,2,2,2
"124",1,0,0,81.9444444444444,0,19,0,0,1,1,6,2,5,2,3
"125",0,1,0,72.979797979798,0,18,0,0,4,5,6,3,2,4,3
"126",1,0,0,76.8939393939394,0,19,0,1,1,1,7,1,7,1,3
"127",0,0,1,83.0900243309002,1,38,1,0,4,1,1,1,1,4,3
"128",0,1,0,32.8571428571429,1,20,1,0,3,5,1,3,5,2,3
"129",1,0,0,67.2979797979798,1,20,0,1,3,1,6,1,5,1,3
"130",1,0,0,73.2323232323232,1,23,0,1,2,3,5,2,5,1,3
"131",0,1,0,80.5555555555556,0,22,0,0,2,5,1,3,1,1,3
"132",0,1,0,81.5656565656566,0,21,0,0,5,5,1,5,1,6,3
"133",0,1,0,82.5757575757576,1,18,0,0,4,5,1,4,1,3,3
"134",1,0,0,84.160756501182,1,20,0,0,1,2,7,1,7,1,3
"135",1,0,0,66.3120567375886,1,22,0,1,1,1,7,1,7,1,3
"136",0,1,0,89.520202020202,1,24,0,1,5,6,1,2,1,5,3
"137",0,1,0,52.9040404040404,1,18,0,1,5,5,1,2,1,5,3
"138",0,1,0,58.7121212121212,1,20,0,1,6,7,2,1,2,6,3
"139",0,0,1,82.9545454545455,0,18,0,1,4,1,1,4,1,7,3
"140",0,0,1,69.3853427895981,1,19,0,0,6,1,1,7,1,7,3
"141",0,0,1,70.959595959596,1,19,0,0,5,1,1,7,1,7,3
"142",1,0,0,25,1,20,0,0,2,1,7,2,5,1,3
"143",1,0,0,74.1666666666667,1,18,0,0,1,1,7,1,3,1,3
"144",0,0,1,46.3095238095238,0,20,0,0,4,1,1,1,1,4,3
"145",0,0,1,47.1428571428571,1,19,0,1,3,1,1,7,1,1,3
"146",1,0,0,58.2142857142857,1,19,0,1,2,4,6,3,5,1,3
"147",0,1,0,80.4761904761905,1,25,0,0,4,5,3,3,1,2,3
"148",1,0,0,46.0714285714286,1,19,0,1,1,1,7,1,7,1,3
"149",0,0,1,68.3333333333333,1,21,0,1,1,1,2,2,2,3,3
"150",1,0,0,51.1904761904762,1,19,0,1,1,1,6,1,5,1,3
"151",0,0,1,87.6190476190476,1,21,0,0,4,1,1,7,1,7,3
"152",0,0,1,66.6666666666667,1,26,0,0,4,1,1,7,1,7,3
"153",1,0,0,66.4141414141414,1,21,0,0,1,1,7,2,6,1,3
"154",0,1,0,71.8434343434344,0,18,1,0,4,1,1,7,1,4,3
"155",1,0,0,41.9191919191919,1,19,0,1,1,1,6,2,5,1,3
"156",0,1,0,64.520202020202,0,26,0,1,7,7,1,1,1,7,3
"157",0,1,0,74.3686868686869,1,18,0,1,5,6,2,3,1,5,3
"158",0,0,1,50.7575757575758,1,26,0,1,4,4.5,1.5,4,4,4,3
"159",0,1,0,69.5707070707071,1,21,0,0,4,6,1,4,1,3,3
"160",0,0,1,72.8535353535353,1,21,0,0,4,1,1,7,1,4,3
"161",0,0,1,86.3636363636364,0,19,0,0,4,1,1,7,1,7,3
"162",1,0,0,88.8888888888889,1,19,0,1,1,1,7,2,7,1,3
"163",0,1,0,65.1515151515152,1,27,0,0,6,3,4,4,2,3,3
"164",0,0,1,43.5606060606061,0,18,0,1,6,1,1,7,1,6,3
"165",1,0,0,81.9444444444445,0,20,0,0,1,1,6,3,7,1,3
"166",0,0,1,91.7929292929293,1,25,0,0,7,4,1,7,1,1,3
"167",1,0,0,83.3333333333333,1,21,0,0,1,1,7,4,7,1,3
"168",0,1,0,69.1919191919192,1,18,0,0,5,7,1,1,2,4,3
"169",0,0,1,60.479797979798,0,19,0,1,4,1,1,7,1,4,3
"170",0,0,1,64.0151515151515,0,18,0,0,4,4,4,7,1,4,3
"171",1,0,0,67.0454545454546,1,23,0,1,1,1,6,2,6,1,3
"172",1,0,0,35.7323232323232,1,20,0,1,1,1,7,1,3,2,3
"173",0,1,0,95.0757575757576,0,18,0,1,6.5,5.5,1.5,2.5,1,6.5,3
"174",NA,NA,NA,61.7424242424243,0,18,0,0,4,4,4,7,4,5,3
"175",0,1,0,51.0714285714286,1,21,0,1,6,5,2,6,2,4,3
"176",0,0,1,65.1190476190476,1,19,0,0,7,1,1,4,1,7,3
"177",NA,NA,NA,37.2619047619048,0,22,0,1,2,1,1,4,5,2,3
"178",1,0,0,57.1428571428571,1,19,0,1,1,1,7,1,7,1,3
"179",0,1,0,71.1904761904762,1,18,0,0,5.3,6.7,4.2,2.5,1.8,4.1,3
"180",0,0,1,45.5952380952381,1,22,0,1,4,1,2,7,1,3,3
"181",0,0,1,54.7619047619048,1,18,1,0,4,1,3,3,1,3,3
"182",1,0,0,82.0833333333333,1,26,0,1,3,2,6,1,5,1,4
"183",1,0,0,83.9285714285714,0,16,0,0,1,1,6,2,7,1,4
"184",1,0,0,72.7976190476191,1,19,0,1,1,1,7,1,7,1,4
"185",0,0,1,72.2619047619048,0,19,0,1,4,1,1,7,1,7,4
"186",0,1,0,74.6428571428572,0,21,0,0,6,6,1,6,1,5,4
"187",1,0,0,72.7976190476191,0,20,0,0,1,1,6,1,4,1,4
"188",1,0,0,64.7619047619048,0,19,0,1,1,1,6,1,6,1,4
"189",1,0,0,56.1904761904762,0,21,0,1,1,1,7,1,7,1,4
"190",0,0,1,83.1547619047619,0,20,1,0,4,1,1,7,1,7,4
"191",0,0,1,75.8333333333333,0,20,0,1,4,1,1,7,1,7,4
"192",0,0,1,77.6190476190476,0,20,1,0,5,1,1,4,1,5,4
"193",0,1,0,66.9642857142857,0,22,0,1,7,7,6,2,2,6,4
"194",0,0,1,49.1666666666667,1,21,0,1,4,1,1,7,1,5,4
"195",1,0,0,69.9404761904762,1,19,0,1,5,2,6,5,3,3,4
"196",0,1,0,61.6666666666667,0,18,1,0,5,6,2,2,1,5,4
"197",0,1,0,85.1785714285714,0,19,0,1,7,7,1,1,1,7,4
"198",0,1,0,68.0357142857143,0,23,0,0,4,6,1,1,2,3,4
"199",0,1,0,63.0952380952381,1,19,1,0,6,5,3,3,2,6,4
"200",0,1,0,78.1547619047619,1,20,1,0,5,5,2,2,1,6,4
"201",1,0,0,52.1428571428571,1,21,0,1,1,2,6,2,6,1,4
"202",0,0,1,69.1071428571429,0,21,0,1,4,1,1,7,1,5,4
"203",1,0,0,75.5952380952381,0,20,0,0,1,1,6,1,5,1,4
"204",0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,4
"205",0,0,1,57.3809523809524,1,19,0,1,4,5,2,3,2,5,4
"206",1,0,0,67.7976190476191,1,18,0,1,2,1,7,1,6,1,4
"207",0,0,1,83.3333333333333,1,19,0,0,4,4,5,3,4,4,4
"208",0,1,0,84.0476190476191,0,19,1,0,5,5,1,1,2,3,4
"209",1,0,0,59.5238095238095,0,22,0,1,1,1,7,1,5,1,4
"210",1,0,0,84.4047619047619,0,20,0,0,1,1,6,1,7,1,4
"211",0,1,0,55.9523809523809,0,20,0,1,4,5,1,3,1,4,4
"212",0,0,1,79.5238095238095,0,21,0,1,4,1,1,7,4,4,4
"213",1,0,0,78.9285714285714,1,20,0,1,1,1,7,1,7,1,4
"214",0,0,1,55.2976190476191,0,18,0,1,6,4,1,7,1,7,4
"215",1,0,0,57.7976190476191,1,19,0,1,2,2,6,2,6,1,4
"216",0,1,0,66.6666666666667,1,18,1,0,5,6,2,2,3,3,4
"217",1,0,0,70.1785714285714,1,21,1,0,1,1,7,1,7,1,4
"218",0,0,1,75.8333333333333,1,24,1,0,5,1,1,5,1,6,4
"219",1,0,0,61.1904761904762,0,24,0,1,1,1,7,1,7,1,4
"220",1,0,0,67.4404761904762,1,19,1,0,1,2,3,6,7,1,4
"221",0,1,0,79.4047619047619,0,20,0,0,6,6,1,2,1,1,4
"222",1,0,0,78.4523809523809,0,23,0,0,1,1,7,2,5,2,4
"223",0,1,0,89.7619047619048,0,19,1,0,7,6,1,2,1,7,4
"224",1,0,0,57.6190476190476,0,20,1,0,1,1,7,1,7,1,4
"225",0,0,1,75.1190476190476,1,18,0,0,4,2,2,6,2,3,4
"226",1,0,0,69.8809523809524,0,21,0,0,1,1,7,1,7,1,4
"227",1,0,0,58.0952380952381,0,20,0,1,1,1,7,1,7,1,4
"228",0,1,0,66.4285714285714,0,18,0,1,7,7,1,1,1,7,4
"229",1,0,0,56.1904761904762,0,21,0,1,1,1,7,1,2,1,4
"230",1,0,0,82.6190476190476,1,24,0,0,2,1,6,1,5,1,4
"231",1,0,0,61.9047619047619,0,19,0,1,1,1,7,3,7,1,4
"232",0,1,0,73.4523809523809,1,19,0,0,6,6,5,2,1,4,4
"233",0,1,0,69.5238095238095,1,22,0,0,5,7,1,1,1,2,4
"234",0,1,0,48.0952380952381,0,21,0,1,6,6,1,2,1,7,4
"235",0,0,1,36.1904761904762,0,25,0,1,5,1,1,7,1,4,4
"236",0,0,1,67.5,1,20,1,0,3,3,6,1,3,2,4
"237",0,0,1,88.3333333333333,0,19,0,0,4,1,1,5,1,4,4
"238",0,0,1,62.5595238095238,0,21,NA,0,3,1,3,5,6,3,4
"239",0,1,0,95.1190476190476,1,24,0,0,4,6,5,4,3,5,4
"240",1,0,0,97.8571428571429,0,18,0,1,1,1,7,1,7,1,4
"241",0,1,0,54.5238095238095,0,18,0,1,7,7,3,3,1,7,4
"242",0,1,0,68.0952380952381,0,18,0,0,4,6,1,2,4,2,4
"243",1,0,0,68.0952380952381,0,18,0,1,1,1,7,1,7,1,4
"244",0,0,1,70.2380952380952,0,34,0,0,3,1,1,7,4,4,4
"245",0,0,1,60.4761904761905,0,20,0,1,4,1,4,6,1,6,4
"246",0,1,0,87.3809523809524,0,21,0,1,6,7,1,3,1,5,4
"247",0,1,0,76.4285714285714,1,18,1,0,6,6,2,2,1,5,4
"248",0,0,1,38.5714285714286,1,20,0,1,4,3,3,7,1,4,4
"249",0,1,0,90.2380952380952,0,23,0,1,5,7,1,1,1,1,4
"250",0,1,0,55.7142857142857,1,19,0,0,6,6,3,1,2,4,4
"251",1,0,0,87.5595238095238,1,20,0,1,1,1,4,5,7,1,4
"252",0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,4
"253",0,1,0,64.7619047619048,0,19,0,0,6,6,1,1,1,3,4
"254",0,1,0,80.3571428571429,1,19,0,1,4,7,1,2,4,5,4
"255",1,0,0,69.2857142857143,0,19,1,0,2,1,5,1,6,1,4
"256",0,1,0,65.8333333333333,0,20,0,1,4,5,1,3,2,2,4
"257",1,0,0,82.1428571428572,0,19,0,1,1,1,7,1,7,1,4
"258",0,0,1,90.4761904761905,0,25,0,1,4,1,5,3,1,6,4
"259",1,0,0,55.2380952380952,0,36,1,0,2,1,5,1,6,1,4
"260",0,1,0,81.9047619047619,1,22,1,0,4,5,5,3,3,2,4
"261",0,1,0,76.1904761904762,1,19,0,0,4,5,3,2,2,4,4
"262",0,1,0,81.0119047619048,0,19,0,0,7,7,1,1,1,7,4
"263",1,0,0,69.5238095238095,1,20,1,0,1,1,5,3,7,1,4
"264",1,0,0,66.5476190476191,0,18,0,1,2,1,6,3,5,1,4
"265",0,1,0,70.1190476190476,0,20,1,0,6,7,1,1,1,4,4
"266",1,0,0,56.8452380952381,0,20,0,0,1,1,6,2,7,1,4
"267",0,1,0,61.3095238095238,0,19,0,1,4,6,5,3,5,1,4
"268",1,0,0,72.3809523809524,0,22,0,0,1,1,7,1,7,1,4
"269",0,1,0,67.2619047619048,0,23,NA,0,6,6,1,3,1,3,4
"270",1,0,0,76.4285714285714,0,19,0,1,1,1,7,1,7,1,4
"271",0,0,1,80.4761904761905,1,19,1,0,4,4,4,4,1,4,4
"272",0,1,0,56.7857142857143,1,19,0,1,5,6,3,1,2,5,4
"273",1,0,0,57.1428571428571,0,21,1,0,1,1,5,1,7,1,4
"274",0,1,0,67.3809523809524,1,19,0,1,6,6,1,2,1,6,4
"275",0,1,0,90,1,19,0,0,5,4,4,3,1,5,4
"276",0,0,1,85.7142857142857,0,19,0,1,4,5,1,7,1,7,4
"277",0,1,0,45.7142857142857,0,20,0,0,5,6,1,3,1,4,4
"278",1,0,0,65.3571428571429,1,18,1,0,1,1,7,1,6,1,4
"279",1,0,0,100,0,20,0,1,1,1,7,1,7,1,4
"280",1,0,0,57.0238095238095,1,20,0,0,1,1,7,2,6,1,4
"281",0,0,1,100,0,22,0,0,4,4,4,4,1,4,4
"282",0,0,1,81.0714285714286,1,21,0,1,4,1,1,7,1,4,4
"283",1,0,0,47.6190476190476,0,19,0,0,2,1,2,2,4,1,4
"284",1,0,0,72.2619047619048,0,18,0,0,2,2,6,1,6,1,4
"285",0,0,1,64.7619047619048,1,19,1,0,7,1,1,7,1,7,4
"286",0,1,0,NA,1,19,0,0,5,7,1,1,1,2,5
"287",0,1,0,73.3333333333333,0,30,0,0,4,7,7,7,1,1,5
"288",0,1,0,82.2619047619047,1,19,1,0,6,6,1,1,1,5,5
