"","dummybitter","dummysweet","dummywater","javg","sex","age","policonserv","poliliberal","check_enjoy","check_sweet","check_bitter","check_neutral","check_disgusting","check_regular","study"
"289",0,0,1,56.1904761904762,0,19,0,1,4,4,5,4,1,4,5
"290",0,1,0,63.6904761904762,0,26,0,0,2,5,2,1,5,1,5
"291",0,0,1,77.7380952380952,0,19,0,0,6,1,1,4,1,7,5
"292",1,0,0,81.1904761904762,0,19,0,1,1,1,7,1,7,1,5
"293",0,0,1,75,0,39,0,0,4,1,1,4,1,6,5
"294",0,0,1,88.6904761904762,0,19,0,1,4,1,1,7,1,7,5
"295",1,0,0,67.8571428571429,0,24,0,1,1,1,7,1,7,1,5
"296",0,1,0,81.0714285714286,0,19,0,1,5,4,1,4,1,2,5
"297",0,0,1,88.9285714285714,0,20,0,0,4,1,1,4,1,7,5
"298",0,1,0,78.2142857142857,0,19,0,0,4,5,2,7,4,2,5
"299",0,0,1,65.5952380952381,0,20,0,0,4,1,1,4,1,4,5
"300",0,1,0,60.952380952381,0,19,0,0,5,7,4,6,1,7,5
"301",0,1,0,82.9761904761905,0,20,0,1,6,7,1,1,1,6,5
"302",0,1,0,71.7857142857143,0,19,0,1,7,7,1,1,1,6,5
"303",1,0,0,67.5,0,46,0,0,1,1,7,1,7,1,5
"304",1,0,0,91.6666666666667,0,19,1,0,1,1,7,1,7,1,5
"305",0,0,1,90.7142857142857,0,20,1,0,4,1,1,1,1,5,5
"306",0,0,1,64.0476190476191,0,20,1,0,4,1,1,4,1,3,5
"307",0,0,1,84.4047619047619,0,21,0,0,4,1,1,7,1,6,5
"308",0,0,1,65.3571428571429,1,19,0,1,6,1,1,7,1,6,5
"309",0,1,0,77.0238095238095,1,19,0,0,6,7,3,1,1,7,5
"310",1,0,0,82.8571428571428,1,24,0,0,4,1,7,4,5,1,5
"311",1,0,0,96.0714285714286,0,19,0,0,1,1,7,1,7,1,5
"312",0,1,0,77.6190476190476,0,18,0,1,4,5,4,3,4,3,5
"313",0,0,1,83.3333333333333,0,19,0,0,5,1,1,7,1,5,5
"314",0,1,0,66.6666666666667,0,18,0,0,4,6,1,3,1,3,5
"315",0,0,1,95,0,19,1,0,4,1,5,4,1,4,5
"316",1,0,0,58.3333333333333,0,19,1,0,1,1,7,1,7,1,5
"317",1,0,0,84.2857142857143,1,53,0,0,1,1,7,1,7,1,5
"318",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"319",0,1,0,61.7857142857143,0,34,0,0,4,5,2,3,1,4,5
"320",1,0,0,NA,0,18,0,0,1,1,7,1,7,1,5
"321",0,1,0,82.0238095238095,0,36,0,0,4,5,1,4,1,3,5
"322",0,0,1,84.6428571428571,0,23,0,1,4,1,1,6,1,5,5
"323",0,0,1,57.9761904761905,0,18,0,0,4,1,1,4,1,7,5
"324",0,0,1,87.6190476190476,0,19,0,1,4,1,1,7,1,7,5
"325",0,1,0,83.3333333333333,1,19,1,0,7,1,1,7,1,1,5
"326",1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"327",1,0,0,62.5,0,19,0,0,2,1,7,1,6,1,5
"328",1,0,0,69.5238095238095,0,18,0,1,1,1,7,6,7,2,5
"329",1,0,0,56.0714285714286,1,28,0,1,1,1,7,1,7,1,5
"330",0,1,0,60,0,29,0,0,4,5,3,4,1,2,5
"331",1,0,0,83.2142857142857,0,19,0,0,1,1,7,1,7,1,5
"332",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"333",0,0,1,65,1,18,0,0,4,1,1,7,1,4,5
"334",0,1,0,70,0,19,0,0,4,2,5,3,4,2,5
"335",0,1,0,88.5714285714286,0,19,0,0,4,5,1,4,1,4,5
"336",1,0,0,58.0952380952381,0,19,0,1,1,1,7,1,6,1,5
"337",0,0,1,76.1904761904762,0,30,1,0,4,1,1,7,1,7,5
"338",0,0,1,77.7380952380952,0,20,0,0,7,1,1,7,1,7,5
"339",1,0,0,90.8333333333333,1,31,0,0,1,1,7,1,7,1,5
"340",0,0,1,73.0952380952381,0,26,0,0,4,1,1,7,1,7,5
"341",0,1,0,85.3571428571428,0,21,0,0,2,7,1,1,4,1,5
"342",0,1,0,46.3095238095238,1,18,0,0,6,6,1,1,1,4,5
"343",0,0,1,67.3809523809524,0,18,0,1,4,1,1,7,1,6,5
"344",1,0,0,97.8571428571428,0,NA,0,0,1,1,6,4,7,2,5
"345",0,0,1,80.9523809523809,0,19,0,0,4,1,1,4,1,2,5
"346",0,0,1,80.5952380952381,1,19,1,0,7,1,1,7,1,7,5
"347",1,0,0,66.6666666666667,0,19,0,0,1,1,7,2,7,1,5
"348",0,1,0,92.7380952380952,1,19,0,1,4,7,1,1,2,4,6
"349",0,1,0,59.5238095238095,0,20,0,1,6,6,1,2,1,6,6
"350",1,0,0,71.3095238095238,0,21,0,1,1,1,7,2,4,1,6
"351",1,0,0,73.4523809523809,0,49,0,1,1,1,4,1,4,1,6
"352",1,0,0,85.3571428571428,0,21,0,0,1,1,6,2,5,1,6
"353",0,1,0,76.9047619047619,0,20,0,0,5,5,1,2,1,7,6
"354",0,0,1,70.9523809523809,0,22,0,1,4,1,1,7,1,7,6
"355",0,0,1,83.6904761904762,0,24,0,0,4,5,1,3,1,4,6
"356",1,0,0,80.7142857142857,1,20,0,1,1,1,5,3,7,4,6
"357",1,0,0,52.8571428571429,1,23,0,0,5,2,5,1,1,2,6
"358",0,0,1,90.1190476190476,1,19,0,0,4,1,1,7,1,7,6
"359",0,0,1,67.9761904761905,0,32,0,0,7,4,4,4,1,7,6
"360",1,0,0,67.0238095238095,0,30,0,0,1,2,6,1,7,1,6
"361",0,1,0,75.1190476190476,0,20,0,0,6,7,1,1,1,7,6
"362",0,0,1,91.6666666666667,1,19,0,1,4,4,4,7,4,5,6
"363",0,0,1,69.8809523809524,0,24,0,1,4,1,1,6,1,4,6
"364",0,1,0,82.6190476190476,1,23,0,0,2,3,2,1,5,1,6
"365",0,0,1,73.9285714285714,0,22,0,0,4,4,1,7,1,6,6
"366",1,0,0,57.1428571428571,1,24,0,0,2,1,6,2,1,1,6
"367",0,0,1,79.6428571428572,0,22,0,0,1,1,1,2,1,7,6
"368",1,0,0,72.3809523809524,0,25,0,0,1,1,7,1,7,1,6
"369",0,0,1,72.8571428571429,0,19,0,1,6,1,1,4,1,7,6
"370",0,1,0,32.9761904761905,1,22,0,0,2,4,4,1,2,4,6
"371",0,0,1,70.952380952381,1,20,0,0,4,5,3,4,1,4,6
"372",1,0,0,67.0238095238095,1,20,0,1,2,1,6,1,4,1,6
"373",0,1,0,64.1666666666667,1,19,0,1,6,5,5,3,1,6,6
"374",0,1,0,75.1190476190476,0,24,0,0,4,6,1,3,1,2,6
"375",0,0,1,66.6666666666667,0,20,0,1,4,1,1,4,1,4,6
"376",1,0,0,58.3333333333333,1,22,0,1,2,2,6,1,6,1,6
"377",0,1,0,61.547619047619,1,20,0,1,3,2,6,2,5,1,6
"378",1,0,0,79.4047619047619,0,21,0,0,1,1,7,1,7,1,6
"379",1,0,0,74.2857142857143,1,20,0,1,1,1,7,1,7,1,6
"380",1,0,0,85.2380952380952,0,22,0,0,1,1,7,6,6,1,6
"381",1,0,0,41.1904761904762,1,20,0,0,1,1,6,1,6,1,6
"382",1,0,0,66.1904761904762,1,22,0,1,2,1,6,3,3,2,6
"383",1,0,0,85.2380952380952,1,20,1,0,1,1,5,2,6,1,6
"384",0,0,1,33.0952380952381,0,19,0,0,3,1,1,4,3,1,6
"385",1,0,0,97.9761904761905,1,22,0,1,1,1,7,1,7,1,6
"386",0,1,0,78.6904761904762,1,30,0,1,4,6,1,1,1,4,6
"387",1,0,0,74.2857142857143,0,21,0,0,1,1,7,1,7,1,6
"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"389",1,0,0,90,0,20,0,1,1,1,7,1,7,1,7
"390",1,0,0,58,1,23,0,1,2,NA,6,2,3,1,7
"391",0,1,0,80.8333333333333,0,21,0,1,6,6,1,5,1,1,7
"392",0,0,1,60.6666666666667,0,22,0,1,5,1,1,7,1,6,7
"393",0,1,0,72,0,19,0,1,6,6,1,3,1,5,7
"394",1,0,0,89,0,22,0,1,1,1,7,6,7,1,7
"395",1,0,0,67.8333333333333,0,19,0,1,2,2,7,2,3,1,7
"396",0,0,1,62.8,1,38,0,0,NA,1,1,7,1,5,7
"397",0,1,0,95.8333333333333,0,19,0,1,5,6,1,NA,1,3,7
"398",0,0,1,79.5,0,19,0,1,NA,1,1,7,1,NA,7
"399",0,0,1,67.8333333333333,0,19,0,0,NA,1,1,7,1,6,7
"400",0,0,1,59.1666666666667,0,19,0,1,NA,1,1,7,1,6,7
"401",0,0,1,76.6,1,22,0,1,NA,1,1,7,1,NA,7
"402",0,1,0,61,0,18,0,1,2,6,1,2,5,1,7
"403",0,0,1,55.5,0,21,0,1,5,3,1,7,1,7,7
"404",0,0,1,73.6666666666667,1,20,0,1,5,1,1,NA,1,7,7
"405",0,1,0,80.5,0,20,0,1,5,6,1,3,1,4,7
"406",0,1,0,62.75,1,22,0,1,6,7,1,NA,1,1,7
"407",0,1,0,57.1666666666667,0,20,0,0,5,5,1,3,1,1,7
"408",0,0,1,70.2,0,21,0,0,NA,1,1,7,1,NA,7
"409",0,1,0,70.4,1,21,0,1,NA,NA,6,1,2,NA,7
"410",0,0,1,55.1666666666667,0,21,0,1,NA,1,1,7,1,5,7
"411",1,0,0,57.8333333333333,0,21,0,1,1,1,7,1,7,1,7
"412",0,0,1,80.3333333333333,0,21,0,0,NA,2,1,7,1,7,7
"413",1,0,0,57.8333333333333,0,18,0,1,1,1,7,1,6,1,7
"414",1,0,0,75.1666666666667,1,23,0,1,1,1,7,1,7,1,7
"415",1,0,0,67,0,19,0,1,1,1,7,1,7,1,7
"416",0,0,1,47.8333333333333,0,20,0,1,NA,1,1,7,1,7,7
"417",0,0,1,42,1,20,0,1,5,1,1,NA,1,7,7
"418",0,1,0,70,0,18,0,1,3,6,1,3,5,3,7
"419",1,0,0,64,1,21,0,0,1,1,7,1,6,1,7
"420",0,0,1,68.5,1,21,0,1,5,2,1,5,1,3,7
"421",0,0,1,72.6666666666667,0,18,0,1,4,2,5,3,1,7,7
"422",1,0,0,76.3333333333333,0,21,0,0,1,1,7,1,6,1,7
"423",1,0,0,70.3333333333333,0,21,0,1,1,2,6,2,3,1,7
"424",0,0,1,69.6666666666667,0,20,0,1,5,2,2,NA,2,2,7
"425",0,1,0,50.2,0,22,0,0,6,6,1,1,1,5,7
"426",0,0,1,70.2,0,20,0,0,7,1,1,7,1,7,7
"427",0,1,0,55.8333333333333,0,19,0,1,5,7,3,1,2,4,7
"428",0,0,1,53.6666666666667,0,21,0,1,6,1,1,7,1,7,7
"429",0,1,0,87,0,19,0,1,5,6,3,1,3,3,7
"430",0,1,0,78.8333333333333,0,21,0,1,6,6,1,2,1,NA,7
"431",0,0,1,41.4,0,22,0,0,NA,2,1,7,1,7,7
"432",0,1,0,65.1666666666667,1,21,0,1,5,6,3,3,1,4,7
"433",0,0,1,55.6,1,19,0,1,5,1,1,7,1,7,7
"434",1,0,0,67.1666666666667,0,21,0,1,1,1,6,NA,7,1,7
"435",0,1,0,50.5,0,21,0,1,7,7,1,1,1,6,7
"436",0,1,0,58.6666666666667,1,21,0,1,3,5,1,2,4,1,7
"437",0,0,1,74.1666666666667,1,22,0,1,6,3,1,7,1,7,7
"438",0,0,1,67.5,1,20,0,1,5,1,1,7,1,7,7
"439",0,0,1,51.5,1,19,0,0,NA,4,NA,7,1,7,7
"440",1,0,0,67.8333333333333,0,21,0,0,1,1,7,1,7,1,7
"441",0,1,0,66.1666666666667,0,22,0,1,7,6,2,1,1,5,7
"442",1,0,0,47.1666666666667,1,20,0,1,1,1,7,1,7,1,7
"443",0,0,1,62.1666666666667,1,21,0,1,6,1,1,7,1,7,7
"444",0,1,0,91,0,20,1,0,5,6,1,2,1,NA,7
"445",1,0,0,76.6,0,22,0,0,1,1,7,1,1,1,7
"446",0,1,0,46,0,18,0,1,5,6,1,1,3,1,7
"447",0,0,1,99.6,1,19,0,1,5,1,1,4,2,4,7
"448",0,1,0,90.3333333333333,1,18,0,0,5,5,1,3,1,NA,7
"449",0,1,0,74.5,0,21,0,1,6,6,1,1,1,6,7
"450",1,0,0,83.3333333333333,0,19,0,1,2,2,7,1,5,1,7
"451",0,0,1,87.5,1,20,0,0,7,1,1,7,1,7,7
"452",1,0,0,48.1666666666667,0,22,0,1,1,1,7,1,7,1,7
"453",0,1,0,79,0,21,0,1,6,7,1,2,1,5,7
"454",1,0,0,41.3333333333333,0,21,0,1,2,1,6,2,3,4,7
"455",1,0,0,75.8333333333333,1,19,0,1,1,1,7,1,7,1,7
"456",1,0,0,76,1,21,0,0,1,1,7,1,7,1,7
"457",0,1,0,92.2,0,20,0,1,2,5,2,2,NA,2,7
"458",0,1,0,35,0,20,0,1,5,5,3,5,2,2,7
"459",1,0,0,51.6,1,20,0,1,1,1,6,3,5,1,7
"460",1,0,0,77.8333333333333,0,18,0,1,1,1,7,1,7,1,7
"461",1,0,0,40,0,19,0,1,1,1,6,1,6,1,7
"462",0,1,0,76.3333333333333,1,20,1,0,5,6,NA,3,1,NA,7
"463",0,0,1,64.5,0,21,0,0,4,1,1,7,1,7,7
"464",0,0,1,68.1666666666667,0,22,0,1,NA,1,1,7,1,7,7
"465",0,1,0,58,0,20,0,1,6,6,1,1,1,2,7
"466",0,1,0,70.6666666666667,0,21,0,1,6,6,1,1,1,5,7
"467",0,0,1,74.1666666666667,0,19,0,1,NA,2,1,NA,1,7,7
"468",1,0,0,82.5,0,NA,0,0,NA,NA,NA,NA,NA,NA,7
"469",0,1,0,57.5,0,22,0,1,5,5,1,3,2,2,7
"470",0,1,0,57.56666667,0,40,0,0,4,6,1,1,1,1,8
"471",1,0,0,89.85,0,19,0,0,1,1,7,1,7,1,8
"472",0,0,1,60.2,0,18,1,0,5,1,1,7,1,6,8
"473",1,0,0,69.25,1,24,0,0,4,1,7,2,4,3,8
"474",0,1,0,60.08333333,0,20,0,1,7,7,1,1,1,6,8
"475",1,0,0,71.88333333,0,22,0,1,1,1,7,1,7,1,8
"476",0,0,1,74.03333333,0,19,0,0,6,1,1,6,1,6,8
"477",0,1,0,48.53333333,1,27,0,0,6,6,1,1,1,6,8
"478",0,1,0,57.95,0,40,0,1,6,6,1,2,1,6,8
"479",0,0,1,78.18333333,1,43,0,0,6,4,4,7,1,7,8
"480",0,0,1,59.61666667,0,19,0,0,4,1,1,4,1,5,8
"481",1,0,0,47.8,0,23,0,0,4,1,5,3,4,1,8
"482",0,0,1,84.5,1,21,0,0,4,5,2,7,4,7,8
"483",1,0,0,81.26666667,0,21,0,0,1,1,7,1,7,1,8
"484",0,1,0,88.66666667,0,20,0,0,6,7,1,6,1,4,8
"485",1,0,0,54.96666667,0,42,0,1,2,1,6,1,6,1,8
"486",0,0,1,72.21666667,0,19,0,1,4,5,1,2,1,7,8
"487",0,1,0,84.61666667,0,18,0,1,3,7,2,1,5,1,8
"488",0,1,0,55.68333333,1,23,0,0,6,5,1,3,1,7,8
"489",1,0,0,84.95,1,23,0,0,1,1,4,1,7,1,8
"490",0,0,1,77.23333333,0,21,0,1,4,1,1,4,1,7,8
"491",0,1,0,41.63333333,0,20,0,0,4,5,5,4,3,4,8
"492",1,0,0,72.91666667,1,20,0,1,2,1,5,3,7,1,8
"493",0,1,0,58.3,1,21,0,0,5,4,4,4,2,4,8
"494",0,0,1,83.16666667,1,60,0,1,6,2,1,4,1,7,8
"495",0,0,1,51.15,0,21,0,0,4,1,1,7,1,7,8
"496",1,0,0,64.95,0,18,0,0,1,1,5,2,6,1,8
"497",0,1,0,58.76666667,0,21,0,1,6,7,1,2,1,7,8
"498",0,0,1,69.01666667,0,20,0,0,5,2,1,7,1,7,8
"499",1,0,0,62.58333333,0,18,0,0,1,2,7,3,6,1,8
"500",0,0,1,92.1,0,53,0,1,7,1,1,7,1,7,8
"501",1,0,0,82.46666667,0,19,0,0,1,1,3,1,7,1,8
"502",0,0,1,74.93333333,0,19,0,1,5,1,1,7,1,7,8
"503",0,1,0,86.4,0,42,0,0,7,6,2,4,1,7,8
"504",1,0,0,63.78333333,0,19,0,0,1,1,7,1,7,1,8
"505",0,0,1,94.4,0,49,0,1,4,1,1,7,1,7,8
"506",0,1,0,92.11666667,0,18,0,0,6,6,3,2,1,7,8
"507",0,1,0,83.33333333,1,39,0,0,5,6,2,2,1,4,8
"508",0,0,1,96.98333333,0,18,0,1,6,1,1,7,1,7,8
"509",1,0,0,64,0,19,0,1,1,1,7,1,7,1,8
"510",1,0,0,65.35,0,21,0,1,1,1,7,1,6,1,8
"511",0,1,0,73.2,1,18,0,1,1,6,2,3,6,1,8
"512",0,0,1,65.55,0,18,0,0,4,2,1,6,1,7,8
"513",0,1,0,81.3,0,22,0,0,5,7,1,1,4,3,8
"514",1,0,0,61.26666667,1,21,1,0,1,1,7,1,7,4,8
"515",1,0,0,91.9,0,26,0,0,1,1,7,1,6,1,8
"516",0,0,1,70.85,1,19,0,0,4,1,1,7,1,5,8
"517",0,1,0,73.35,0,18,0,1,4,3,1,7,1,7,8
"518",0,0,1,71.35,0,51,0,0,4,1,4,4,1,2,8
"519",1,0,0,78.18333333,0,19,0,0,1,1,5,1,7,1,8
"520",0,0,1,55.3,0,19,0,0,4,6,3,3,2,2,8
"521",0,1,0,54.03333333,0,20,0,0,7,7,1,1,1,5,8
"522",1,0,0,64.76666667,1,19,0,1,1,1,7,1,6,1,8
"523",0,1,0,92.06666667,0,19,1,0,7,7,1,1,1,7,8
"524",0,0,1,58.46666667,0,25,0,1,6,1,1,7,1,6,8
"525",0,1,0,83.33333333,1,20,0,1,6,6,1,3,2,4,8
"526",1,0,0,58.96666667,0,20,0,1,1,2,6,1,7,1,8
"527",0,0,1,65.12,0,20,0,0,4,1,1,7,1,7,8
"528",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,8
"529",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,8
"530",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,8
"531",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,8
"532",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,8
"533",NA,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,8
"534",NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,8
"535",NA,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,8
"536",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,8
"537",0,1,0,92.8333333333333,1,22,0,1,5,5,2,1,3,2,9
"538",1,0,0,48.3333333333333,1,19,0,1,4,1,5,1,2,3,9
"539",0,0,1,75.3333333333333,0,19,0,0,4,3,3,6,1,5,9
"540",1,0,0,91.5,0,19,0,1,3,1,7,1,5,2,9
"541",0,1,0,71.1666666666667,0,20,0,1,6,7,1,1,1,3,9
"542",1,0,0,63.8333333333333,0,18,0,1,2,1,6,1,5,1,9
"543",0,0,1,70.5,0,20,0,0,4,1,1,6,1,5,9
"544",1,0,0,76.3333333333333,0,19,0,1,1,1,7,1,7,1,9
"545",0,0,1,87.1666666666667,1,18,0,1,5,1,1,7,1,6,9
"546",0,1,0,78.8333333333333,1,19,0,0,4,6,2,1,1,5,9
"547",0,1,0,76.6666666666667,0,18,0,1,6,6,1,1,1,5,9
"548",1,0,0,65.6666666666667,0,21,0,1,1,1,7,1,7,1,9
"549",0,0,1,70.3333333333333,0,18,0,1,7,1,1,7,1,7,9
"550",0,1,0,63.1666666666667,1,18,0,1,7,5,1,1,1,7,9
"551",0,0,1,72,1,18,0,0,5,4,4,6,1,4,9
"552",1,0,0,78.6666666666667,0,19,0,0,1,1,7,1,7,1,9
"553",1,0,0,76.1666666666667,0,27,0,1,1,4,6,1,7,1,9
"554",0,0,1,62,0,19,0,1,4,1,1,7,1,7,9
"555",0,1,0,61.3333333333333,1,21,0,1,5,6,1,1,1,4,9
"556",0,0,1,63.8333333333333,0,19,0,1,4,1,1,7,1,4,9
"557",1,0,0,59.6666666666667,1,20,0,1,1,1,6,3,7,1,9
"558",1,0,0,91.6666666666667,0,20,0,0,1,1,7,1,7,1,9
"559",0,1,0,60,0,20,0,1,5,7,1,1,2,4,9
"560",0,0,1,80.5,0,19,0,1,4,1,1,7,3,5,9
"561",0,1,0,56.6666666666667,1,23,0,1,6,6,5,1,1,1,9
"562",0,0,1,100,1,23,0,1,4,1,1,1,1,4,9
"563",1,0,0,90.3333333333333,0,20,0,1,1,1,6,1,7,1,9
"564",0,1,0,66.8333333333333,0,19,0,0,4,6,3,5,1,4,9
"565",1,0,0,74.3333333333333,0,18,0,1,1,3,5,1,7,1,9
"566",0,1,0,73.5,0,19,0,0,5,7,1,1,2,3,9
"567",1,0,0,73.5,1,19,0,0,1,1,7,1,5,1,9
"568",0,0,1,77.3333333333333,1,22,0,0,4,3,2,6,1,6,9
"569",0,0,1,48.3333333333333,0,20,0,0,2,1,1,6,1,5,9
"570",0,1,0,73.5,0,18,0,1,3,2,6,4,5,2,9
"571",0,1,0,94.1666666666667,1,21,0,0,7,6,1,1,1,5,9
"572",1,0,0,62.1666666666667,0,24,0,1,1,1,7,1,7,1,9
"573",0,1,0,65.6666666666667,0,20,0,1,3,7,1,1,4,1,9
"574",0,0,1,72.5,1,24,0,1,4,1,1,7,1,7,9
"575",1,0,0,82.5,0,19,0,0,1,2,7,1,6,1,9
"576",0,0,1,55,1,21,0,1,5,4,4,1,1,7,9
"577",0,1,0,87.5,0,20,0,0,2,6,1,1,5,1,9
"578",0,0,1,82,0,27,0,1,4,1,5,3,2,3,9
"579",0,1,0,80.1666666666667,0,22,0,1,6,5,1,3,1,4,9
"580",0,0,1,72,0,21,0,0,4,1,1,7,1,6,9
"581",1,0,0,60.5,1,22,0,0,1,1,7,1,6,1,9
"582",0,1,0,59,0,18,0,1,5,5,1,1,2,4,9
"583",0,0,1,63.8333333333333,0,18,0,1,4,1,1,7,1,4,9
"584",1,0,0,68.5,0,19,0,1,1,1,7,2,6,1,9
"585",1,0,0,78.1666666666667,0,23,0,0,1,1,5,1,6,1,9
"586",0,1,0,77.6666666666667,0,18,0,1,5,6,1,3,1,4,9
"587",0,0,1,44.8333333333333,1,20,0,1,4,1,1,7,1,4,9
"588",1,0,0,75.8333333333333,0,18,0,0,1,1,6,1,5,1,9
"589",0,1,0,73.3333333333333,0,18,0,0,5,7,1,1,2,5,9
